IndividualID,SpeciesName,Date,Site,StableIsotope,LiveMeasure,Height-MaxLength,Width-BarnacleHeight,Aperature-LimpetHeight,WholeWeight-AirDry,ShellWeight-OvenDry,ShellWeightWithOperculum,TissueWeight-Wet,TissueWetWithOperculum/Plates/Mantle,Operculum/MantleWeight,TissueWeight-OvenDry,ImmersedWholeWeight,FoilNumber,AshFreeDryMass,Comment
2899,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.10,3.20,,0.024,,FALSE,,FALSE,,,,1748,,
2898,Notoacmea pileopsis,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,12.30,9.00,6.00,0.386,,FALSE,0.084,FALSE,,,,1747,,
2897,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.90,3.60,,0.033,,FALSE,,FALSE,,,,1746,,
2896,Cominella maculosa,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,32.20,18.00,21.20,4.475,,FALSE,0.364,FALSE,0.012,,,1745,,left out for 2 hrs by mistake!
2895,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.20,3.40,,0.021,,FALSE,,FALSE,,,,1744,,
2894,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.40,3.50,,0.031,,FALSE,,FALSE,,,,1743,,
1170,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,18.40,9.10,,0.543,0.351,FALSE,0.161,FALSE,,0.028,,1742,,
1167,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,14.30,7.30,,0.237,0.174,FALSE,0.060,FALSE,,0.015,,1741,,
2893,Chamaesipho columna,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,3.30,,,,,FALSE,,FALSE,,,,1740,,from Mytilus shell
2892,Chamaesipho columna,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,3.10,3.10,4.00,,,FALSE,,FALSE,,,,1739,,from Mytilus shell
2891,Chamaesipho columna,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,2.50,,,,,FALSE,,FALSE,,,,1738,,from Mytilus shell
2890,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.80,3.10,,0.026,,FALSE,,FALSE,,,,1737,,
2889,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,3.90,2.40,,0.012,,FALSE,,FALSE,,,,1736,,
2888,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,3.90,2.50,,0.016,,FALSE,,FALSE,,,,1735,,
2887,Chamaesipho brunnea,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,7.70,13.10,7.30,0.661,,FALSE,,FALSE,,,,1734,,
2886,Chamaesipho brunnea,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,7.70,14.20,5.10,0.623,,FALSE,,FALSE,,,,1733,,
2885,Chamaesipho columna,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,2.40,,,,,FALSE,,FALSE,,,,1732,,from Mytilus shell
2884,Chamaesipho brunnea,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,5.90,11.20,5.50,0.245,,FALSE,,FALSE,,,,1731,,
2883,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,3.10,2.60,,0.019,,FALSE,,FALSE,,,,1730,,
2882,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,5.10,3.60,,0.038,,FALSE,,FALSE,,,,1729,,
2881,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.00,2.10,,0.014,,FALSE,,FALSE,,,,1728,,
2880,Chamaesipho columna,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,3.10,4.50,5.40,,,FALSE,,FALSE,,,,1727,,from Mytilus shell
2879,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,5.20,3.50,,0.035,,FALSE,,FALSE,,,,1726,,
2878,Chamaesipho columna,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,2.70,,,,,FALSE,,FALSE,,,,1725,,from Mytilus shell
2877,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,5.20,4.10,,0.041,,FALSE,,FALSE,,,,1724,,
2876,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.30,3.60,,0.026,,FALSE,,FALSE,,,,1723,,
2875,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.40,3.10,,0.022,,FALSE,,FALSE,,,,1722,,
2874,Mytilus galloprovincialis,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,27.90,15.70,,1.602,,FALSE,,FALSE,,,,1721,,"All of tissue taken, not just muscle"
1160,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,13.50,7.00,,0.161,0.113,FALSE,0.034,FALSE,,0.006,,1720,,
2873,Epopella plicata,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,7.50,15.10,10.70,1.005,,FALSE,,FALSE,,,,1719,,
2872,Epopella plicata,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,9.10,11.50,8.70,,,FALSE,,FALSE,,,,1718,,
1149,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,7.80,4.00,,0.033,0.027,FALSE,0.003,FALSE,,0.001,,1717,,
2871,Mytilus galloprovincialis,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,30.10,15.20,,2.581,,FALSE,,FALSE,,,,1716,,"All of tissue taken, not just muscle"
2870,Mytilus galloprovincialis,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,27.40,12.90,,2.064,,FALSE,,FALSE,,,,1715,,"All of tissue taken, not just muscle"
2869,Mytilus galloprovincialis,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,28.80,13.00,,2.080,,FALSE,,FALSE,,,,1714,,"All of tissue taken, not just muscle"
1162,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,15.20,8.00,,0.269,0.190,FALSE,0.068,FALSE,,0.013,,1713,,
1159,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,12.60,6.80,,0.126,0.101,FALSE,0.022,FALSE,,0.005,,1712,,
2868,Mytilus galloprovincialis,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,22.00,12.70,,1.227,,FALSE,,FALSE,,,,1711,,"All of tissue taken, not just muscle"
2867,Xenostrobus pulex,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,20.60,9.90,,0.620,,FALSE,,FALSE,,,,1710,,"All of tissue taken, not just muscle"
1151,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,9.00,5.00,,0.053,0.040,FALSE,0.009,FALSE,,0.003,,1709,,
2866,Epopella plicata,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,9.10,11.90,10.10,0.599,,FALSE,,FALSE,,,,1708,,
2865,Risellopsis varia,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,4.30,3.30,,0.024,,FALSE,,FALSE,,,,1707,,
2864,Chamaesipho columna,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,2.30,,,,,FALSE,,FALSE,,,,1706,,from Mytilus shell
1169,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,19.20,8.30,,0.458,0.334,FALSE,0.109,FALSE,,0.027,,1704,,
2863,Chamaesipho columna,8/1/2005,DuffsKnobSouth(KieKieRecreationReserve),TRUE,FALSE,2.10,,,,,FALSE,,FALSE,,,,1703,,from Mytilus shell
1161,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,14.30,7.10,,0.211,0.161,FALSE,0.043,FALSE,,0.009,,1702,,
1187,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,22.70,10.80,,0.954,0.661,FALSE,0.262,FALSE,,0.056,,1701,,
1121,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,12.90,9.50,3.10,0.181,0.082,FALSE,0.093,FALSE,,0.019,,1700,,
1056,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,20.10,14.60,8.60,1.437,0.847,FALSE,0.509,FALSE,,0.121,,1699,,
1060,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,20.70,15.50,8.30,1.275,0.662,FALSE,0.492,FALSE,,0.118,,1698,,
1061,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,21.20,16.80,7.60,1.294,0.643,FALSE,0.623,FALSE,,0.176,,1697,,
1120,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,12.00,9.40,3.00,0.158,0.087,FALSE,0.068,FALSE,,0.015,,1696,,
1115,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,6.50,5.40,1.20,0.019,0.009,FALSE,0.012,FALSE,,0.003,,1695,,
1116,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,7.60,5.60,1.40,0.025,0.011,FALSE,0.012,FALSE,,0.004,,1694,,
1124,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,14.00,10.50,3.10,0.222,0.099,FALSE,0.119,FALSE,,0.025,,1693,,
1119,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,9.00,7.30,1.70,0.038,0.020,FALSE,0.016,FALSE,,0.006,,1692,,
832,Cellana denticulata,8/12/2005,EPFSLabRocks,FALSE,FALSE,8.00,5.90,2.30,0.044,0.020,FALSE,0.021,FALSE,,0.005,,1691,,
1140,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,29.10,23.60,,2.206,1.142,FALSE,1.040,FALSE,,0.220,,1690,,
1144,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,36.20,30.30,,5.087,2.753,FALSE,2.270,FALSE,,0.500,,1689,,
1157,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,10.40,5.70,,0.082,0.067,FALSE,0.013,FALSE,,0.003,,1688,,
1143,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,36.90,29.10,,4.134,2.113,FALSE,1.983,FALSE,,0.457,,1687,,
1134,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,27.80,22.70,6.10,1.855,0.935,FALSE,0.902,FALSE,,0.237,,1686,,
1177,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,24.70,8.90,,0.974,0.710,FALSE,0.232,FALSE,,0.038,,1685,,
1131,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,20.60,15.70,4.10,0.591,0.246,FALSE,0.327,FALSE,,0.055,,1684,,
1183,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,18.90,8.10,,0.417,0.284,FALSE,0.118,FALSE,,0.022,,1683,,
1188,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,23.20,10.20,,0.875,0.583,FALSE,0.271,FALSE,,0.054,,1681,,
1178,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,22.20,9.60,,0.794,0.548,FALSE,0.215,FALSE,,0.049,,1680,,
1168,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,17.40,8.20,,0.364,0.240,FALSE,0.116,FALSE,,0.022,,1679,,
1175,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,24.30,9.10,,0.814,0.550,FALSE,0.234,FALSE,,0.052,,1678,,
1186,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,23.50,10.50,,0.995,0.723,FALSE,0.245,FALSE,,0.050,,1677,,
1132,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,20.20,15.70,4.00,0.582,0.264,FALSE,0.311,FALSE,,0.059,,1676,,
1145,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,20.90,16.00,4.70,0.750,0.361,FALSE,0.385,FALSE,,0.076,,1675,,
1180,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,21.60,10.20,,0.635,0.525,FALSE,0.092,FALSE,,0.017,,1674,,
1176,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,22.80,10.10,,0.779,0.554,FALSE,0.203,FALSE,,0.043,,1673,,
1185,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,23.70,9.40,,0.958,0.740,FALSE,0.193,FALSE,,0.043,,1672,,
1182,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,19.50,9.50,,0.408,0.329,FALSE,0.067,FALSE,,0.014,,1671,,
1181,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,21.80,9.90,,0.713,0.508,FALSE,0.181,FALSE,,0.038,,1670,,
1059,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,21.10,15.70,10.40,1.521,0.768,FALSE,0.691,FALSE,,0.148,,1669,,
1063,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,22.70,17.90,10.40,1.651,0.813,FALSE,0.829,FALSE,,0.212,,1668,,
1066,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,25.40,20.00,10.10,2.111,1.094,FALSE,0.988,FALSE,,0.247,,1667,,
1128,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,18.00,13.20,3.60,0.434,0.200,FALSE,0.218,FALSE,,0.044,,1666,,
1117,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,8.30,6.00,1.50,0.027,0.015,FALSE,0.010,FALSE,,0.004,,1665,,
1058,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,20.70,16.40,8.60,1.433,0.874,FALSE,0.534,FALSE,,0.125,,1664,,
1064,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,25.10,19.60,9.70,2.865,1.592,FALSE,1.079,FALSE,,0.270,,1663,,
1065,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,25.90,20.10,10.00,2.940,1.851,FALSE,1.034,FALSE,,0.255,,1662,,
1123,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,13.10,10.10,3.20,0.176,0.093,FALSE,0.081,FALSE,,0.018,,1661,,
1067,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,26.10,20.60,10.80,2.010,1.168,FALSE,0.780,FALSE,,0.101,,1660,,
1062,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,26.70,20.50,9.30,2.340,1.271,FALSE,1.030,FALSE,,0.212,,1659,,
1122,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,13.00,9.90,2.20,0.124,0.066,FALSE,0.058,FALSE,,0.016,,1658,,
1125,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,15.40,11.70,3.80,0.368,0.195,FALSE,0.168,FALSE,,0.031,,1657,,
1118,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,8.50,6.80,1.90,0.034,0.016,FALSE,0.016,FALSE,,0.003,,1656,,
1114,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,12.30,9.40,2.60,0.141,0.061,FALSE,0.077,FALSE,,0.018,,1655,,
1141,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,31.50,24.50,,2.467,1.427,FALSE,1.021,FALSE,,0.262,,1653,,
1138,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,28.60,21.90,6.80,2.240,1.208,FALSE,1.017,FALSE,,0.228,,1652,,
1139,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,28.50,22.00,6.50,1.694,0.922,FALSE,0.751,FALSE,,0.181,,1651,,
1137,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,28.10,21.70,5.60,1.616,0.843,FALSE,0.754,FALSE,,0.171,,1650,,
1142,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,32.20,26.20,,3.159,1.458,FALSE,1.666,FALSE,,0.359,,1649,,
1133,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,26.10,21.40,5.90,1.552,0.757,FALSE,0.774,FALSE,,0.157,,1648,,
1130,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,20.20,15.10,4.20,0.708,0.365,FALSE,0.333,FALSE,,0.080,,1647,,
1136,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,28.00,22.40,6.40,1.892,1.042,FALSE,0.834,FALSE,,0.185,,1646,,
1126,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,15.70,12.30,3.50,0.298,0.141,FALSE,0.153,FALSE,,0.030,,1645,,
1127,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,16.10,11.70,3.60,0.308,0.151,FALSE,0.150,FALSE,,0.032,,1644,,
1129,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,22.50,17.50,4.60,0.807,0.413,FALSE,0.384,FALSE,,0.078,,1643,,
1135,Cellana radians,8/12/2005,EPFSLabRocks,FALSE,FALSE,24.00,18.30,4.80,0.977,0.526,FALSE,0.441,FALSE,,0.099,,1642,,
1179,Xenostrobus pulex,8/14/2005,CapeFoulwind,FALSE,FALSE,21.30,8.70,,0.691,0.508,FALSE,0.169,FALSE,,0.038,,1641,,
1068,Cellana ornata,8/11/2005,EPFSLabRocks,FALSE,FALSE,26.20,21.70,12.90,3.956,2.457,FALSE,1.372,FALSE,,0.336,,1640,,
2862,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,2.90,,,,,FALSE,,FALSE,,,,1639,,
2861,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1638,,
2860,Xenostrobus pulex,7/24/2005,TaurangaHead,TRUE,FALSE,22.30,10.10,,1.217,,FALSE,,FALSE,,,,1637,,"All of tissue taken, not just muscle"
2859,Xenostrobus pulex,7/24/2005,TaurangaHead,TRUE,FALSE,19.40,8.90,,0.668,,FALSE,,FALSE,,,,1636,,"All of tissue taken, not just muscle"
2858,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1635,,
1028,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,7.70,10.00,7.40,0.286,0.199,TRUE,,FALSE,,0.017,,1634,,
2857,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1633,,
1023,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,11.50,13.40,10.70,0.836,0.593,TRUE,0.202,FALSE,,0.057,,1632,,
2856,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1631,,
2855,Xenostrobus pulex,7/24/2005,TaurangaHead,TRUE,FALSE,23.40,9.10,,0.894,,FALSE,,FALSE,,,,1630,,"All of tissue taken, not just muscle"
2854,Xenostrobus pulex,7/24/2005,TaurangaHead,TRUE,FALSE,18.50,7.40,,0.408,,FALSE,,FALSE,,,,1629,,"All of tissue taken, not just muscle"
2853,Benhamina obliquata,7/24/2005,TaurangaHead,TRUE,FALSE,17.80,12.20,,0.721,,FALSE,0.186,FALSE,,,,1628,,
2852,Benhamina obliquata,7/24/2005,TaurangaHead,TRUE,FALSE,18.20,13.50,,0.863,,FALSE,0.157,FALSE,,,,1627,,
1012,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,14.10,14.80,12.30,1.241,0.848,TRUE,0.316,FALSE,,0.080,,1626,,
1022,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,10.10,11.40,9.70,0.561,0.365,TRUE,,FALSE,,0.043,,1625,,
2851,Perna canaliculus,7/24/2005,TaurangaHead,TRUE,FALSE,22.30,13.10,,1.244,,FALSE,,FALSE,,,,1624,,"All of tissue taken, not just muscle"
2850,Perna canaliculus,7/24/2005,TaurangaHead,TRUE,FALSE,23.40,14.00,,1.449,,FALSE,,FALSE,,,,1623,,"All of tissue taken, not just muscle"
1011,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,15.20,16.20,13.80,1.573,1.098,TRUE,0.404,FALSE,,0.106,,1622,,
1025,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,9.00,10.90,8.80,0.438,0.307,TRUE,,FALSE,,0.033,,1621,,
1027,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,8.80,10.10,8.10,0.392,0.283,TRUE,,FALSE,,0.026,,1620,,
1016,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,13.90,15.20,12.90,1.134,0.787,TRUE,0.306,FALSE,,0.085,,1619,,
1014,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,14.40,15.70,14.00,1.368,0.930,TRUE,0.378,FALSE,,0.107,,1618,,
1015,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,14.70,14.90,13.10,1.349,0.967,TRUE,0.339,FALSE,,0.091,,1617,,
1019,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,12.40,14.30,12.10,1.054,0.739,TRUE,0.280,FALSE,,,,1616,,
1031,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,7.90,9.60,7.30,0.280,0.193,TRUE,,FALSE,,0.020,,1615,,
1088,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,35.60,16.60,,3.239,2.252,FALSE,,FALSE,,0.119,,1614,,
1018,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,12.60,14.50,11.70,1.055,0.708,TRUE,0.282,FALSE,,0.087,,1613,,
1086,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,49.20,20.40,,7.864,5.754,FALSE,,FALSE,,0.295,,1612,,
2849,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1611,,
2848,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1610,,
1085,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,44.40,18.80,,7.599,5.269,FALSE,,FALSE,,0.243,,1609,,
1069,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,23.10,11.80,,0.854,0.567,FALSE,,FALSE,,0.026,,1608,,
2847,Chamaesipho brunnea,7/24/2005,TaurangaHead,TRUE,FALSE,6.30,12.30,4.00,0.409,,FALSE,,FALSE,,,,1607,,
2846,Risellopsis varia,7/24/2005,TaurangaHead,TRUE,FALSE,3.90,2.90,,0.021,,FALSE,,FALSE,,,,1606,,
2845,Xenostrobus pulex,7/24/2005,TaurangaHead,TRUE,FALSE,20.70,9.90,,0.554,,FALSE,,FALSE,,,,1605,,"All of tissue taken, not just muscle"
2844,Benhamina obliquata,7/24/2005,TaurangaHead,TRUE,FALSE,15.50,11.80,,0.680,,FALSE,0.156,FALSE,,,,1604,,
2843,Xenostrobus pulex,7/24/2005,TaurangaHead,TRUE,FALSE,21.00,9.40,,0.803,,FALSE,,FALSE,,,,1603,,"All of tissue taken, not just muscle"
2842,Benhamina obliquata,7/24/2005,TaurangaHead,TRUE,FALSE,15.10,9.70,,0.383,,FALSE,0.084,FALSE,,,,1602,,may be foil # 1662
1030,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,8.30,10.50,7.90,0.404,0.281,TRUE,,FALSE,,0.026,,1601,,
2841,Epopella plicata,7/24/2005,TaurangaHead,TRUE,FALSE,6.70,11.60,11.00,0.693,,FALSE,,FALSE,,,,1600,,all of tissue in sample
1024,Diloma bicanaliculata,8/9/2005,CapeFoulwind,FALSE,FALSE,8.80,11.20,8.60,0.423,0.293,TRUE,0.116,FALSE,,,,1599,,
1087,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,44.10,16.40,,7.691,5.905,FALSE,,FALSE,,0.197,,1598,,
2840,Benhamina obliquata,7/24/2005,TaurangaHead,TRUE,FALSE,12.10,9.60,,0.305,,FALSE,0.060,FALSE,,,,1597,,
2839,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1596,,
2838,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1595,,
2837,Notoacmea pileopsis,7/24/2005,TaurangaHead,TRUE,FALSE,16.60,13.10,5.10,0.255,,FALSE,0.069,FALSE,,,,1594,,
1082,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,47.90,20.40,,7.063,4.928,FALSE,,FALSE,,0.233,,1593,,
1084,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,45.60,18.60,,7.619,5.355,FALSE,,FALSE,,0.186,,1592,,
1071,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,6.90,4.10,,0.045,0.028,FALSE,,FALSE,,0.000,,1591,,
2836,Perna canaliculus,7/24/2005,TaurangaHead,TRUE,FALSE,22.90,13.10,,1.296,,FALSE,,FALSE,,,,1590,,"All of tissue taken, not just muscle"
2835,Risellopsis varia,7/24/2005,TaurangaHead,TRUE,FALSE,3.20,2.40,2.00,0.010,,FALSE,,FALSE,,,,1589,,
1081,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,43.00,19.80,,5.840,4.072,FALSE,,FALSE,,0.195,,1588,,
1083,Mytilus galloprovincialis,8/10/2005,CapeFoulwind,FALSE,FALSE,44.70,18.50,,6.954,4.765,FALSE,,FALSE,,0.215,,1587,,
1110,Diloma nigerrima,8/10/2005,CapeFoulwind,FALSE,FALSE,19.10,22.70,,4.286,2.775,TRUE,1.413,FALSE,,0.418,,1586,,
2834,Notoacmea pileopsis,7/24/2005,TaurangaHead,TRUE,FALSE,12.50,10.10,3.60,0.624,,FALSE,0.119,FALSE,,,,1583,,
2833,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1582,,
2832,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1581,,
2831,Risellopsis varia,7/24/2005,TaurangaHead,TRUE,FALSE,4.20,3.00,,0.019,,FALSE,,FALSE,,,,1580,,
2830,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1579,,
2829,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1578,,
2828,Risellopsis varia,7/24/2005,TaurangaHead,TRUE,FALSE,4.10,2.90,2.60,0.020,,FALSE,,FALSE,,,,1577,,
2827,Chamaesipho columna,7/24/2005,TaurangaHead,TRUE,FALSE,,,,,,FALSE,,FALSE,,,,1576,,
