"IndividualID","SiteID","DateID","SpeciesID","StableIsotope","LiveMeasure","Height-MaxLength","Width-BarnacleHeight","Aperature-LimpetHeight","WholeWeight-AirDry","ShellWeight-OvenDry","ShellWeightWithOperculum","TissueWeight-Wet","TissueWetWithOperculum/Plates/Mantle","Operculum/MantleWeight","TissueWeight-OvenDry","ImmersedWholeWeight","FoilNumber","AshFreeDryMass","Comment"
771,71,88,132,FALSE,FALSE,16,10.7,,0.689,0.512,TRUE,,FALSE,,,0.342,,,
772,71,88,132,FALSE,FALSE,16.1,11,,0.834,0.634,TRUE,,FALSE,,,0.414,,,
773,71,88,132,FALSE,FALSE,14.9,10.3,,0.632,0.42799999,TRUE,,FALSE,,,0.282,,,
774,71,88,132,FALSE,FALSE,13.5,9.9,,0.525,0.33699999,TRUE,,FALSE,,,0.227,,,"1/2 yellow"
775,71,88,114,FALSE,FALSE,49.2,34.6,,19.402,12.823,TRUE,6.324,FALSE,,,8.698,,,"Growing Edge, 2/3 orange"
776,71,88,114,FALSE,FALSE,43.7,28.4,,9.38,6.8,TRUE,2.431,FALSE,,,4.506,,,"Growing Edge, 1/2 orange gonads"
777,71,88,114,FALSE,FALSE,47.5,31.2,,15.236,10.335,TRUE,4.752,FALSE,,,6.987,,,"Growing Edge, 1/2 orange gonads"
778,71,88,114,FALSE,FALSE,45.5,29.1,,12.159,8.25899999,TRUE,3.715,FALSE,,,5.576,,,"Growing Edge, chipped lip, 1/2 orange gonads"
779,71,88,114,FALSE,FALSE,49.2,32.9,,16.323,10.845,TRUE,5.266,FALSE,,,7.33,,,"Growing Edge, 1/2 orange gonads"
780,71,88,114,FALSE,FALSE,41.8,26.9,,8.55,6.326,TRUE,2.191,FALSE,,,4.133,,,
781,71,88,114,FALSE,FALSE,49.9,32.2,,15.682,10.53,TRUE,4.959,FALSE,,,7.11,,,"Growing Edge, 1/2 yellow"
782,71,88,114,FALSE,FALSE,28.7,18.7,,3.316,2.338,TRUE,0.942,FALSE,,,1.559,,,"Growing Edge, 1/2 orange"
783,71,88,114,FALSE,FALSE,26.3,16.8,,2.196,1.672,TRUE,0.487,FALSE,,,1.101,,,"Growing Edge, green"
784,71,88,114,FALSE,FALSE,27.8,18.1,,2.613,1.976,TRUE,0.575,FALSE,,,1.306,,,"Growing Edge, green"
785,71,88,114,FALSE,FALSE,22.1,14.7,,1.508,1.154,TRUE,0.323,FALSE,,,0.761,,,"Growing Edge, green, 1/5 coralline cover"
786,71,88,114,FALSE,FALSE,22.3,14.5,,1.504,1.174,TRUE,0.304,FALSE,,,0.774,,,"Growing Edge, chipped lip"
787,71,88,114,FALSE,FALSE,22.7,14.8,,1.719,1.41,TRUE,0.269,FALSE,,,0.92,,,"Green"
788,71,88,114,FALSE,FALSE,21.3,14.1,,1.317,1.026,TRUE,0.24,FALSE,,,0.679,,,"Growing Edge, green"
789,71,88,114,FALSE,FALSE,17.2,11.4,,0.676,0.54999999,TRUE,0.117,FALSE,,,0.359,,,"Growing Edge, green"
790,71,88,114,FALSE,FALSE,19.9,11.8,,0.941,0.758,TRUE,0.153,FALSE,,,0.5,,,"Growing Edge, green"
791,71,88,114,FALSE,FALSE,16.6,11.1,,0.647,0.52799999,TRUE,0.112,FALSE,,,0.347,,,"Growing Edge, green"
792,71,88,114,FALSE,FALSE,15,9.2,,0.387,0.32099999,TRUE,0.056,FALSE,,,0.214,,,"Growing Edge, green"
793,71,88,114,FALSE,FALSE,12.2,7.5,,0.251,0.219,TRUE,0.025,FALSE,,,0.144,,,"Growing Edge, green"
794,71,88,114,FALSE,FALSE,12.1,6.8,,0.172,0.14699999,TRUE,,FALSE,,,0.097,,,"Growing Edge, green"
795,71,88,114,FALSE,FALSE,9.8,5.5,,0.117,0.09899999,TRUE,0.012,FALSE,,,0.068,,,"Growing Edge"
796,71,88,114,FALSE,FALSE,10.3,6.1,,0.133,0.115,TRUE,0.015,FALSE,,,0.076,,,"Growing Edge"
797,5,120,147,FALSE,FALSE,6.3,7.4,6.1,0.116,0.1,FALSE,,FALSE,,,,,,
798,5,120,147,FALSE,FALSE,8.9,10.2,9,,0.29099999,TRUE,,FALSE,,,,,,
799,5,120,147,FALSE,FALSE,10.1,11.1,9.9,,0.365,TRUE,,FALSE,,,,,,
800,5,120,147,FALSE,FALSE,10.5,12,11,,0.417,TRUE,,FALSE,,,,,,
801,5,120,147,FALSE,FALSE,7.1,8.3,7.1,,0.14,FALSE,,FALSE,,,,,,
802,5,120,147,FALSE,FALSE,10.3,11.2,10.3,,0.435,FALSE,,FALSE,,,,,,
803,5,120,147,FALSE,FALSE,17.3,17.4,15.7,,1.909,TRUE,,FALSE,,0.11,,728,,
804,5,120,147,FALSE,FALSE,8.8,8.9,8.1,0.328,0.271,TRUE,,FALSE,,0.015,,732,,
805,5,120,147,FALSE,FALSE,16.5,16.4,15.3,1.781,1.36,FALSE,,FALSE,,0.115,,731,,
806,5,120,147,FALSE,FALSE,12.3,13.4,12.5,0.779,0.561,FALSE,,FALSE,,0.07,,712,,
807,5,120,147,FALSE,FALSE,16.1,17.7,16.5,1.774,1.253,FALSE,,FALSE,,0.15,,1200,,
808,5,120,147,FALSE,FALSE,18.4,18.5,16.9,2.251,1.626,FALSE,,FALSE,,0.163,,1201,,
809,5,120,147,FALSE,FALSE,23.2,23.4,21.4,5.46,3.849,TRUE,,FALSE,,0.29,,1202,,"eroded spire"
810,5,120,147,FALSE,FALSE,19.4,21.2,18.7,3.183,2.18,FALSE,,FALSE,,0.187,,1203,,
811,5,120,147,FALSE,FALSE,25.1,24.4,21.6,6.739,5.191,FALSE,,FALSE,,0.23,,1207,,
812,5,120,147,FALSE,FALSE,23,22,19.4,5.074,3.584,FALSE,,FALSE,,0.409,,1204,,
813,5,120,147,FALSE,FALSE,12.3,13.8,12.9,0.81,0.624,FALSE,,FALSE,,0.062,,1205,,
814,5,120,147,FALSE,FALSE,25.7,24.9,22.5,6.366,4.467,TRUE,,FALSE,,0.386,,1206,,
815,5,120,147,FALSE,FALSE,6,7.2,6.3,0.104,0.08999999,FALSE,,FALSE,,,,,,
816,5,120,147,FALSE,FALSE,5.4,6.2,5.3,0.068,0.06,FALSE,,FALSE,,,,,,
817,5,120,37,FALSE,FALSE,9.1,,,0.029,0.019,FALSE,,FALSE,,0.004,,,,
818,5,120,37,FALSE,FALSE,12.4,9.3,,0.123,0.074,FALSE,,FALSE,,0.014,,1210,,
819,5,120,37,FALSE,FALSE,11.4,7.8,,0.092,0.046,FALSE,,FALSE,,0.01,,1220,,
820,5,120,37,FALSE,FALSE,42.2,34.7,,10.719,6.934,FALSE,,FALSE,,0.782,,1212,,
821,5,120,37,FALSE,FALSE,42.5,33.5,,10.095,5.711,FALSE,,FALSE,,0.978,,1213,,
822,5,120,37,FALSE,FALSE,40,32.4,,9.64,5.64,FALSE,,FALSE,,0.822,,1214,,
823,5,120,37,FALSE,FALSE,35,27,,4.769,2.556,FALSE,,FALSE,,0.416,,1215,,
824,5,120,37,FALSE,FALSE,32.8,24.9,,3.065,1.714,FALSE,,FALSE,,0.338,,1216,,
825,5,120,37,FALSE,FALSE,27.9,21.1,,2.844,1.698,FALSE,,FALSE,,0.283,,1218,,
826,5,120,37,FALSE,FALSE,26,20.1,,1.476,0.82,FALSE,,FALSE,,0.148,,1217,,
827,5,120,37,FALSE,FALSE,20.8,15.8,,0.748,0.444,FALSE,,FALSE,,0.081,,1211,,
828,5,120,37,FALSE,FALSE,18.9,14.1,,0.472,0.248,FALSE,,FALSE,,0.054,,1221,,
829,5,120,37,FALSE,FALSE,19.1,13.7,,0.541,0.301,FALSE,,FALSE,,0.058,,1222,,
830,5,120,37,FALSE,FALSE,15.8,11.7,,0.335,0.185,FALSE,,FALSE,,0.036,,1219,,
831,5,120,37,FALSE,FALSE,16.2,12.2,,0.219,0.142,FALSE,,FALSE,,0.032,,1223,,
832,5,167,37,FALSE,FALSE,8,5.9,2.3,0.044,0.02,FALSE,0.021,FALSE,,0.005,,1691,,
833,5,167,37,FALSE,FALSE,5.3,4.2,1.2,0.012,0.007,FALSE,0.006,FALSE,,0.001,,,,
834,5,159,50,FALSE,FALSE,5.5,3,,0.008,,FALSE,,FALSE,,,,,,
835,5,159,50,FALSE,FALSE,5.9,4,,0.013,,FALSE,,FALSE,,,,,,
836,5,159,50,FALSE,FALSE,7.4,4.2,,0.025,0.014,FALSE,,FALSE,,0.004,,1243,,
837,5,159,50,FALSE,FALSE,8.4,4.9,,0.029,0.018,FALSE,,FALSE,,0.004,,1244,,
838,5,159,50,FALSE,FALSE,8.8,5.1,,0.028,,FALSE,,FALSE,,,,,,
839,5,159,50,FALSE,FALSE,9.4,5.6,,0.046,0.026,FALSE,,FALSE,,0.003,,1242,,
840,5,159,50,FALSE,FALSE,11.5,6.5,,0.063,0.041,FALSE,,FALSE,,0.005,,1241,,
841,5,159,50,FALSE,FALSE,11.6,6.3,,0.072,0.041,FALSE,,FALSE,,0.006,,1240,,
842,5,159,50,FALSE,FALSE,12.3,8.3,,0.191,0.126,FALSE,,FALSE,,0.017,,1239,,
843,5,159,50,FALSE,FALSE,15.2,8,,0.162,0.108,FALSE,,FALSE,,0.015,,1224,,
844,5,159,50,FALSE,FALSE,16.1,8.5,,0.245,0.145,FALSE,,FALSE,,0.022,,1229,,
845,5,159,50,FALSE,FALSE,15,8.1,,0.166,0.107,FALSE,,FALSE,,0.018,,1236,,
846,5,159,50,FALSE,FALSE,17.1,9.8,,0.288,0.181,FALSE,,FALSE,,0.029,,1235,,
847,5,159,50,FALSE,FALSE,18.7,8.8,,0.27,0.163,FALSE,,FALSE,,0.03,,1238,,
848,5,159,50,FALSE,FALSE,23.6,13.6,,0.848,0.551,FALSE,,FALSE,,0.053,,1237,,
849,5,159,50,FALSE,FALSE,22.8,12.2,,0.651,0.379,FALSE,,FALSE,,0.053,,734,,
850,5,159,50,FALSE,FALSE,22.6,11.3,,0.739,0.45,FALSE,,FALSE,,0.058,,1231,,
851,5,159,50,FALSE,FALSE,26.6,14.9,,1.291,0.775,FALSE,,FALSE,,0.118,,1226,,
852,5,159,50,FALSE,FALSE,24.3,14.8,,1.294,0.706,FALSE,,FALSE,,0.09,,1232,,
853,5,159,50,FALSE,FALSE,27.2,14.2,,1.714,1.055,FALSE,,FALSE,,0.114,,1228,,
854,5,159,50,FALSE,FALSE,30.5,15.7,,2.023,1.211,FALSE,,FALSE,,0.152,,1234,,
855,5,159,50,FALSE,FALSE,35.7,20.6,,3.148,1.947,FALSE,,FALSE,,0.237,,1230,,
856,5,159,50,FALSE,FALSE,38.2,21,,3.524,2.173,FALSE,,FALSE,,0.262,,1225,,
857,5,159,50,FALSE,FALSE,37.1,18.6,,2.4,1.561,FALSE,,FALSE,,0.193,,1227,,
858,5,159,50,FALSE,FALSE,37.7,18.5,,3.417,2.113,FALSE,,FALSE,,0.307,,1233,,
859,5,160,206,FALSE,FALSE,4.9,6.3,,0.08,0.064,TRUE,,FALSE,0.005,0.007,,,,
860,5,160,206,FALSE,FALSE,4.4,6,,0.06,0.048,TRUE,,FALSE,0.006,0.005,,,,
861,5,160,206,FALSE,FALSE,4.5,5.5,,0.054,0.042,TRUE,,FALSE,0.005,0.003,,,,
862,5,160,206,FALSE,FALSE,3.7,5,,0.036,0.03099999,TRUE,,FALSE,0,,,,,
863,5,160,206,FALSE,FALSE,4.3,5.6,,0.054,0.044,TRUE,,FALSE,0.005,,,,,
864,5,160,206,FALSE,FALSE,7.9,9.6,,0.289,0.219,TRUE,,FALSE,0.021,0.023,,1269,,
865,5,160,206,FALSE,FALSE,9.4,11.1,,0.488,0.35099999,TRUE,,FALSE,0.036,0.037,,1268,,
866,5,160,206,FALSE,FALSE,9.7,11.6,,0.531,0.37699999,TRUE,,FALSE,0.047,0.04499999,,1270,,
867,5,160,206,FALSE,FALSE,11,12.8,,0.684,0.49,TRUE,,FALSE,0.058,0.05599999,,1267,,
868,5,160,206,FALSE,FALSE,10.1,11.9,,0.556,0.42799999,TRUE,,FALSE,0.045,0.04399999,,1258,,
869,5,160,206,FALSE,FALSE,10.8,13.1,,0.73,0.50799999,TRUE,,FALSE,0.063,0.06,,1260,,
870,5,160,206,FALSE,FALSE,12.6,14.4,,0.983,0.71699999,TRUE,,FALSE,0.084,0.078,,1265,,
871,5,160,206,FALSE,FALSE,12.8,15.1,,1.152,0.8,TRUE,,FALSE,0.088,0.08,,1262,,
872,5,160,206,FALSE,FALSE,15.5,16.7,,1.709,1.209,TRUE,,FALSE,0.14,0.148,,1264,,
873,5,160,206,FALSE,FALSE,14.6,16.8,,1.592,1.206,TRUE,,FALSE,0.134,0.117,,1257,,
874,5,160,206,FALSE,FALSE,17.3,19,,2.46,1.672,TRUE,,FALSE,0.176,0.186,,1266,,
875,5,160,206,FALSE,FALSE,18.1,21.5,,3.213,1.953,TRUE,,FALSE,0.273,0.311,,1259,,
876,5,160,206,FALSE,FALSE,21.9,24.6,,4.68,3.058,TRUE,,FALSE,0.475,0.493,,1281,,"DUPLICATE FOIL #"
877,5,160,206,FALSE,FALSE,20.9,25.1,,4.613,2.974,TRUE,,FALSE,0.412,0.408,,1280,,
878,5,160,206,FALSE,FALSE,33.7,33.9,,14.853,8.767,TRUE,,FALSE,1.022,1.558,,1279,,
879,5,160,206,FALSE,FALSE,37,39.2,,22.134,14.339,TRUE,,FALSE,1.985,1.963,,1275,,
880,5,160,206,FALSE,FALSE,36.1,37.6,,19.946,11.649,TRUE,,FALSE,1.497,2.22,,1272,,
881,5,160,206,FALSE,FALSE,37.9,37.2,,18.329,10.367,TRUE,,FALSE,1.272,1.928,,1271,,
882,5,160,206,FALSE,FALSE,34,35.8,,16.858,10.257,TRUE,,FALSE,1.396,1.683,,1273,,
883,5,160,206,FALSE,FALSE,35.5,36.5,,16.9,10.099,TRUE,,FALSE,1.316,1.658,,1274,,
884,5,160,206,FALSE,FALSE,31.8,34,,12.463,7.32299999,TRUE,,FALSE,1.022,1.295,,1276,,
885,5,160,206,FALSE,FALSE,37.2,37.4,,19.496,11.482,TRUE,,FALSE,1.483,1.973,,1277,,"eroded spire"
886,5,160,206,FALSE,FALSE,37,38.8,,20.947,13.014,TRUE,,FALSE,1.801,1.931,,1278,,"eroded spire"
887,66,161,331,FALSE,FALSE,8.7,5.6,6.2,0.1,0.066,FALSE,,FALSE,,0.01,,1263,,
888,66,161,331,FALSE,FALSE,7.1,4.5,5,0.058,0.04,TRUE,,FALSE,,0.003,,1252,,
889,66,161,331,FALSE,FALSE,9.7,6.4,6.9,0.142,0.093,TRUE,,FALSE,,0.01,,1254,,
890,66,161,331,FALSE,FALSE,9.5,6,6.5,0.118,0.088,TRUE,,FALSE,,0.009,,1261,,
891,66,161,331,FALSE,FALSE,13,7.9,9.4,0.298,0.208,TRUE,,FALSE,,0.024,,1245,,
892,66,161,331,FALSE,FALSE,10.7,7,7.8,0.212,0.155,TRUE,,FALSE,,0.015,,1256,,
893,66,161,331,FALSE,FALSE,13,8.3,8.4,0.369,0.258,TRUE,,FALSE,,0.024,,1250,,
894,66,161,331,FALSE,FALSE,14.2,8.7,9.9,0.412,0.297,TRUE,,FALSE,,0.03,,1249,,
895,66,161,331,FALSE,FALSE,13.7,8.9,9.3,0.564,,TRUE,,FALSE,,0.03,,1248,,
896,66,161,331,FALSE,FALSE,15.7,10.1,10.7,0.63,0.427,TRUE,,FALSE,,0.04,,1246,,
897,66,161,331,FALSE,FALSE,17.6,11.4,12.5,1.223,0.925,TRUE,,FALSE,,0.095,,1284,,"1/2 cream coloured gonad"
898,66,161,331,FALSE,FALSE,18,12.5,13.3,1.581,0.775,TRUE,,FALSE,,0.073,,1281,,"DUPLICATE FOIL #; No clear differentiation"
899,66,161,331,FALSE,FALSE,18.7,12.2,13.2,1.381,1.077,TRUE,,FALSE,,0.087,,1251,,"1/2 cream coloured gonad"
900,66,161,331,FALSE,FALSE,17.9,12.2,13,1.043,1.238,TRUE,,FALSE,,0.081,,1253,,
901,66,161,331,FALSE,FALSE,16.1,10.6,11.5,0.668,0.472,TRUE,,FALSE,,0.052,,1285,,
902,66,161,331,FALSE,FALSE,18.4,12.1,12.7,1.243,0.998,TRUE,,FALSE,,0.072,,1282,,"1/2 cream coloured gonad"
903,66,161,331,FALSE,FALSE,20.9,14.6,14.9,2.037,1.578,TRUE,,FALSE,,0.139,,1247,,"1/2 cream coloured gonad"
904,66,161,331,FALSE,FALSE,22.3,15.9,16.9,2.16,1.578,TRUE,,FALSE,,0.141,,1283,,"No clear differentiation"
905,66,161,132,FALSE,FALSE,11.5,8.2,8.9,0.277,0.179,TRUE,,FALSE,,0.028,,1298,,
906,66,161,132,FALSE,FALSE,18.1,13.4,14.1,1.31,0.84,TRUE,,FALSE,,0.123,,1292,,"3/4 orange"
907,66,161,132,FALSE,FALSE,13.4,9.3,10.4,0.533,0.36,TRUE,,FALSE,,0.037,,1290,,
908,66,161,132,FALSE,FALSE,17.9,12.1,13.4,1.133,0.771,TRUE,,FALSE,,0.098,,1303,,"No differentiation"
909,66,161,132,FALSE,FALSE,14.2,10.9,11.3,0.726,0.446,TRUE,,FALSE,,0.098,,1304,,"1/2 orange"
910,66,161,132,FALSE,FALSE,14.9,10.8,11.7,0.781,0.508,TRUE,,FALSE,,0.065,,1295,,
911,66,161,132,FALSE,FALSE,18.2,12.2,13.3,1.133,0.758,TRUE,,FALSE,,0.11,,1307,,"1/2 orange "
912,66,161,132,FALSE,FALSE,16.6,11.6,12.7,1.109,0.735,TRUE,,FALSE,,0.12,,1302,,"1/2 orange "
913,66,161,132,FALSE,FALSE,18.6,12.6,14.2,1.277,0.776,TRUE,,FALSE,,0.177,,1301,,"3/4 orange"
914,66,161,132,FALSE,FALSE,16.4,12,13,1.205,0.773,TRUE,,FALSE,,0.126,,1296,,"eroded sprire, 1/2 orange gonad"
915,66,161,132,FALSE,FALSE,15.4,10.5,11.7,0.763,0.478,TRUE,,FALSE,,0.096,,1305,,"3/4 orange"
916,66,161,132,FALSE,FALSE,12.4,9.2,9.9,0.393,0.229,TRUE,,FALSE,,0.041,,1299,,
917,66,161,132,FALSE,FALSE,23.4,14.4,15,2.284,1.621,TRUE,,FALSE,,0.171,,1306,,"eroded spire, No clear differentiaion"
918,66,161,132,FALSE,FALSE,16.2,10.5,10.9,0.609,0.367,TRUE,,FALSE,,0.073,,1293,,"1/2 orange"
919,66,161,132,FALSE,FALSE,20.7,14.3,15.3,1.835,1.107,TRUE,,FALSE,,0.246,,1300,,"3/4 orange"
920,66,161,132,FALSE,FALSE,20.6,13.1,14,1.656,1.21,TRUE,,FALSE,,0.124,,1291,,
921,66,161,132,FALSE,FALSE,12.9,9.7,10.6,0.529,0.346,TRUE,,FALSE,,0.051,,1294,,
922,66,161,132,FALSE,FALSE,11,7.7,8.7,0.267,0.156,TRUE,,FALSE,,0.028,,1297,,
923,11,162,323,FALSE,FALSE,7.7,5.6,,0.041,0.024,FALSE,0.014,FALSE,,0.005,,1320,,
924,11,162,323,FALSE,FALSE,6,4.7,,0.02,0.012,FALSE,0.006,FALSE,,0.0001,,1365,,"oven dried tissue weight did Not register on scale"
925,11,162,323,FALSE,FALSE,6.3,4.4,,0.026,0.015,FALSE,0.008,FALSE,,0.003,,1333,,
926,11,162,323,FALSE,FALSE,7.9,4.7,,0.014,0.009,FALSE,0.007,FALSE,,0.002,,1367,,
927,11,162,323,FALSE,FALSE,7.5,4.9,,0.034,0.023,FALSE,0.009,FALSE,,0.001,,1342,,
928,11,162,323,FALSE,FALSE,7.5,5.2,,0.039,0.025,FALSE,0.014,FALSE,,0.005,,1362,,"DUPLICATE FOIL #"
929,11,162,323,FALSE,FALSE,8.5,4.8,,0.031,0.022,FALSE,0.008,FALSE,,0.003,,1347,,
930,11,162,323,FALSE,FALSE,7.6,4.8,,0.031,0.026,FALSE,0.009,FALSE,,0.005,,1335,,
931,11,162,323,FALSE,FALSE,7.8,5.2,,0.052,0.024,FALSE,0.026,FALSE,,0.007,,1329,,
932,11,162,323,FALSE,FALSE,8.3,5.4,,0.033,0.016,FALSE,0.017,FALSE,,0.004,,1317,,
933,11,162,323,FALSE,FALSE,8.6,5.8,,0.035,0.02,FALSE,0.013,FALSE,,0.004,,1346,,
934,11,162,323,FALSE,FALSE,8.4,5.4,,0.051,0.024,FALSE,0.026,FALSE,,0.005,,1341,,
935,11,162,323,FALSE,FALSE,10,5.5,,0.051,0.026,FALSE,0.022,FALSE,,0.006,,1340,,
936,11,162,323,FALSE,FALSE,9.9,6.8,,0.088,0.048,FALSE,0.038,FALSE,,0.012,,1345,,
937,11,162,323,FALSE,FALSE,10.9,8.2,,0.102,0.067,FALSE,0.034,FALSE,,0.012,,1328,,
938,11,162,323,FALSE,FALSE,10.9,7.1,,0.096,0.05,FALSE,0.047,FALSE,,0.014,,1330,,
939,11,162,323,FALSE,FALSE,12.2,8.2,,0.128,0.063,FALSE,0.062,FALSE,,0.02,,1318,,
940,11,162,323,FALSE,FALSE,12.1,8.9,,0.131,0.068,FALSE,0.064,FALSE,,0.019,,1322,,
941,11,162,323,FALSE,FALSE,12.9,9.1,,0.2,0.138,FALSE,0.058,FALSE,,0.017,,1315,,
942,11,162,323,FALSE,FALSE,13.5,8.1,,0.12,0.059,FALSE,0.057,FALSE,,0.019,,1327,,
943,11,162,323,FALSE,FALSE,10.4,7.8,,0.102,0.07,FALSE,0.034,FALSE,,0.012,,1310,,
944,11,162,323,FALSE,FALSE,10.4,8.2,,0.144,0.081,FALSE,0.058,FALSE,,0.016,,1336,,
945,11,162,323,FALSE,FALSE,11.5,9.6,,0.161,0.107,FALSE,0.051,FALSE,,0.019,,1343,,
946,11,162,323,FALSE,FALSE,11.2,8.2,,0.096,0.058,FALSE,0.035,FALSE,,0.012,,1339,,
947,11,162,323,FALSE,FALSE,13.2,10.2,,0.291,0.172,FALSE,0.111,FALSE,,0.032,,1338,,
948,11,162,323,FALSE,FALSE,13.5,9.8,,0.147,0.097,FALSE,0.045,FALSE,,0.02,,1337,,
949,11,162,323,FALSE,FALSE,13,8.6,,0.138,0.075,FALSE,0.06,FALSE,,0.026,,1334,,
950,11,162,323,FALSE,FALSE,13.3,9.1,,0.205,0.153,FALSE,0.049,FALSE,,0.02,,1319,,
951,11,162,323,FALSE,FALSE,13,9.3,,0.194,0.093,FALSE,0.093,FALSE,,0.026,,1363,,
952,11,162,323,FALSE,FALSE,10.5,6.9,,0.116,0.076,FALSE,0.038,FALSE,,0.012,,1326,,
953,11,162,323,FALSE,FALSE,13.8,7.6,,0.164,0.103,FALSE,0.053,FALSE,,0.017,,1325,,
954,11,162,323,FALSE,FALSE,11.9,8.2,,0.123,0.091,FALSE,0.029,FALSE,,0.01,,1324,,
955,11,162,323,FALSE,FALSE,12.7,7.2,,0.119,0.056,FALSE,0.06,FALSE,,0.022,,1332,,
956,11,162,323,FALSE,FALSE,9.3,6.8,,0.038,0.027,FALSE,0.011,FALSE,,0.005,,1311,,
957,11,162,323,FALSE,FALSE,10.3,5.9,,0.058,0.042,FALSE,0.015,FALSE,,0.006,,1312,,
958,11,162,323,FALSE,FALSE,10.3,7.1,,0.074,0.056,FALSE,0.019,FALSE,,0.009,,1321,,
959,11,162,323,FALSE,FALSE,11.9,8.7,,0.135,0.076,FALSE,0.057,FALSE,,0.016,,1316,,
960,11,162,323,FALSE,FALSE,12.7,7.5,,0.125,0.074,FALSE,0.048,FALSE,,0.018,,1314,,
961,11,162,323,FALSE,FALSE,12.7,8.1,,0.121,0.064,FALSE,0.053,FALSE,,0.015,,1313,,
962,11,162,323,FALSE,FALSE,13.2,10.8,,0.282,0.165,FALSE,0.102,FALSE,,0.027,,1323,,
963,11,162,323,FALSE,FALSE,10.7,7.6,,0.136,0.096,FALSE,0.038,FALSE,,0.016,,1366,,
964,11,162,323,FALSE,FALSE,11.2,8,,0.113,0.069,FALSE,0.043,FALSE,,0.016,,1361,,
965,11,162,323,FALSE,FALSE,12.9,8.3,,0.179,0.109,FALSE,0.065,FALSE,,0.019,,1360,,
966,11,162,323,FALSE,FALSE,12.1,8.6,,0.205,0.128,FALSE,0.073,FALSE,,0.022,,1368,,
967,11,162,323,FALSE,FALSE,11.8,7.5,,0.091,0.07,FALSE,0.023,FALSE,,0.01,,1344,,
968,11,162,323,FALSE,FALSE,8.5,6.5,,0.061,0.033,FALSE,0.025,FALSE,,0.009,,1371,,
969,11,162,323,FALSE,FALSE,11.4,8.2,,0.075,0.047,FALSE,0.031,FALSE,,0.01,,1372,,
970,11,162,323,FALSE,FALSE,10.9,7.9,,0.089,0.063,FALSE,0.022,FALSE,,0.009,,1373,,
971,11,162,323,FALSE,FALSE,11.3,7,,0.104,0.05,FALSE,0.052,FALSE,,0.02,,1374,,
972,11,162,323,FALSE,FALSE,9.5,5.9,,0.042,0.026,FALSE,0.016,FALSE,,0.006,,1364,,
973,11,162,323,FALSE,FALSE,10.3,7,,0.103,0.066,FALSE,0.035,FALSE,,0.013,,1362,,"DUPLICATE FOIL #"
974,11,162,323,FALSE,FALSE,10.1,7.5,,0.101,0.072,FALSE,0.027,FALSE,,0.011,,1369,,
975,11,162,323,FALSE,FALSE,5.9,5,,0.028,0.018,FALSE,0.011,FALSE,,0.004,,1370,,
976,11,144,163,FALSE,FALSE,13.1,9.7,,0.186,0.147,FALSE,,FALSE,,0.018,,1450,,"VERY dry whole weight, low shore type"
977,11,144,163,FALSE,FALSE,15.5,13.9,,0.399,0.302,FALSE,,FALSE,,0.034,,1404,,"VERY dry whole weight, low shore type"
978,11,144,163,FALSE,FALSE,7.1,5,,0.028,0.023,FALSE,,FALSE,,0.002,,1428,,"VERY dry whole weight, low shore type"
979,11,144,163,FALSE,FALSE,8.4,6.1,,0.053,0.045,FALSE,,FALSE,,0.002,,1417,,"VERY dry whole weight, low shore type"
980,11,144,163,FALSE,FALSE,9.1,7.1,,0.055,0.044,FALSE,,FALSE,,0.007,,1415,,"VERY dry whole weight, low shore type"
981,11,144,163,FALSE,FALSE,10.3,7.1,,0.07,0.057,FALSE,,FALSE,,0.006,,1418,,"VERY dry whole weight, low shore type"
982,11,144,163,FALSE,FALSE,11.5,10.1,,0.156,0.129,FALSE,,FALSE,,0.009,,1413,,"VERY dry whole weight, low shore type"
983,11,144,163,FALSE,FALSE,9.4,7,,0.062,0.053,FALSE,,FALSE,,0.004,,1405,,"VERY dry whole weight, low shore type"
984,11,144,163,FALSE,FALSE,8,5.4,,0.031,0.028,FALSE,,FALSE,,0.003,,1427,,"VERY dry whole weight, low shore type"
985,11,144,163,FALSE,FALSE,7,5.2,,0.023,0.019,FALSE,,FALSE,,0.002,,1414,,"VERY dry whole weight, low shore type"
986,11,144,163,FALSE,FALSE,7.3,5.1,,0.025,0.022,FALSE,,FALSE,,0.003,,1443,,"VERY dry whole weight, low shore type"
987,11,144,163,FALSE,FALSE,8.6,6,,0.054,0.047,FALSE,,FALSE,,0.005,,1445,,"VERY dry whole weight, low shore type"
988,11,144,163,FALSE,FALSE,8.1,6,,0.044,0.037,FALSE,,FALSE,,0.005,,1442,,"VERY dry whole weight, low shore type"
989,11,144,163,FALSE,FALSE,13.8,11.1,,0.205,0.174,FALSE,,FALSE,,0.018,,1451,,"VERY dry whole weight, low shore type"
990,11,144,163,FALSE,FALSE,9.9,7.5,,0.067,0.056,FALSE,,FALSE,,0.007,,1453,,"VERY dry whole weight, low shore type"
991,11,144,163,FALSE,FALSE,11.7,9,,0.077,0.068,FALSE,,FALSE,,0.006,,1419,,"VERY dry whole weight, low shore type"
992,11,144,163,FALSE,FALSE,9.4,6.5,,0.051,0.041,FALSE,,FALSE,,0.007,,1446,,"paper stuck to tissue, VERY dry whole weight, low shore type"
