10%_constrained,20%_constrained,30%_constrained,50%_constrained,10%_or_+/-_2hr24min,20%_or_+/-_2hr24min,30%_or_+/-_2hr24min,50%_or_+/-_2hr24min,Year,Expt/Location,Aerated/Flowthrough/Neither,Temp,Container/Individual_#,Pred,PredSource,PredSize,Prey,PreySource,PreySize,Risellopsis_varia height,Drilled?,Prey_post-consumption_Weight,with_operculum_or_radula?,operc_weight,est._%_consumed,leftover_tissue_weight_(dried),Comment,Start_1st,Start_2nd,Exact_Start,End_1st,End_2nd,Exact_End,Min_(days),Max_(days),Midpoint_(days),Min_(hours),Max_(hours),Midpoint_(hours),Contraint_Percentage_([max-min]/mid,Start_+_End_Windows,Window,Inverse Window (for Weighting),Both_Start_and_End_within_+/-2hr24min__window
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c7-2,Haustrum haustorium,Check datasheets,37.6,Diloma aethiops,EPFS Lab Rocks,8.2,,no,0.230,YES,,100,0.000,,7/12/2005 10:57,7/12/2005 12:09,,7/12/2005 13:07,7/12/2005 15:49,,0.09,0.20,0.15,2.17,4.87,3.52,0.77,3:54:00,0.16,5.80,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-LowTemp,Aerated,10.5,c9-2,Haustrum haustorium,Check datasheets,27.5,Cellana denticulata,EPFS Lab Rocks,15.0,,no,0.127,NO,,100,0.000,,7/11/2005 23:00,7/12/2005 8:12,,7/12/2005 16:57,7/12/2005 17:55,,0.36,0.79,0.58,8.75,18.92,13.83,0.73,10:10:00,0.42,2.31,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c14-2,Haustrum haustorium,Check datasheets,30.9,Diloma aethiops,EPFS Lab Rocks,6.8,,no,0.147,NO,,100,0.000,,7/12/2005 13:08,7/12/2005 15:51,,7/12/2005 16:59,7/12/2005 17:59,,0.05,0.20,0.12,1.13,4.85,2.99,1.24,3:43:00,0.15,6.07,0
0,0,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c12-2,Haustrum haustorium,Check datasheets,25.3,Cellana denticulata,EPFS Lab Rocks,13.5,,no,0.115,NO,,100,0.000,,7/12/2005 8:17,7/12/2005 9:14,,7/12/2005 17:59,7/12/2005 18:59,,0.36,0.45,0.41,8.75,10.70,9.73,0.20,1:57:00,0.08,10.96,1
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-LowTemp,Aerated,10.5,c20-1,Haustrum haustorium,Check datasheets,29.7,Patelloida corticata,?Lighthouse Reef,12.3,,no,0.112,NO,,100,0.000,"NOTE: if outlier, check datasheet for potential time correction",7/11/2005 14:59,7/11/2005 16:06,,7/12/2005 20:03,7/12/2005 21:11,,1.21,1.26,1.23,29.07,30.20,29.63,0.04,2:15:00,0.09,9.64,1
0,1,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c20-2,Haustrum haustorium,Check datasheets,25.3,Cellana denticulata,EPFS Lab Rocks,15.0,,no,0.120,NO,,100,0.000,,7/12/2005 8:17,7/12/2005 9:14,,7/12/2005 21:09,7/12/2005 22:06,,0.50,0.58,0.54,11.92,13.82,12.87,0.15,1:54:00,0.08,11.21,1
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c19-2,Haustrum haustorium,Check datasheets,26.5,Turbo smaragdus,EPFS Lab Rocks,11.3,,yes,0.579,YES,0.066,100,0.000,,7/10/2005 9:41,7/10/2005 10:36,,7/12/2005 23:02,7/13/2005 8:04,,2.52,2.93,2.73,60.43,70.38,65.41,0.15,9:57:00,0.41,2.36,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c13-2,Haustrum haustorium,Check datasheets,21.6,Diloma aethiops,EPFS Lab Rocks,7.9,,no,0.221,YES,,100,0.000,,7/12/2005 10:59,7/12/2005 12:13,,7/12/2005 23:02,7/13/2005 8:04,,0.45,0.88,0.66,10.82,21.08,15.95,0.64,10:16:00,0.43,2.28,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c11-2,Haustrum haustorium,Check datasheets,26.0,Cellana denticulata,EPFS Lab Rocks,13.6,,no,0.108,NO,,100,0.000,,7/12/2005 15:51,7/12/2005 16:59,,7/12/2005 23:02,7/13/2005 8:04,,0.25,0.68,0.46,6.05,16.22,11.13,0.91,10:10:00,0.42,2.31,0
0,0,0,0,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c14-2,Haustrum haustorium,Check datasheets,30.9,Diloma aethiops,EPFS Lab Rocks,6.1,,no,0.096,YES,,100,0.000,,7/13/2005 11:04,7/13/2005 12:08,,7/13/2005 14:06,7/13/2005 15:05,,0.08,0.17,0.12,1.97,4.02,2.99,0.69,2:03:00,0.09,10.48,1
0,0,1,1,1,1,1,1,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c7-2,Haustrum haustorium,Check datasheets,29.9,Cellana denticulata,EPFS Lab Rocks,14.1,,no,0.101,YES,,100,0.000,,7/13/2005 15:02,7/13/2005 16:08,,7/13/2005 23:02,7/14/2005 0:06,,0.29,0.38,0.33,6.90,9.07,7.98,0.27,2:10:00,0.09,9.97,1
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c5-2,Haustrum haustorium,Check datasheets,44.4,Cellana denticulata,EPFS Lab Rocks,19.4,,no,0.328,YES,,100,0.000,,7/13/2005 17:03,7/13/2005 17:59,,7/13/2005 23:07,7/14/2005 0:12,,0.21,0.30,0.26,5.13,7.15,6.14,0.33,2:01:00,0.08,10.64,1
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c5-2,Haustrum haustorium,Check datasheets,44.4,Cellana denticulata,EPFS Lab Rocks,15.4,,no,0.182,YES,,100,0.000,,7/14/2005 0:12,7/14/2005 8:45,,7/14/2005 14:09,7/14/2005 15:08,,0.22,0.62,0.42,5.40,14.93,10.17,0.94,9:32:00,0.40,2.46,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c9-2,Haustrum haustorium,Check datasheets,26.4,Siphonaria australis,EPFS & ?Lighthouse Reef,10.0,,no,0.073,NO,,100,0.000,,7/14/2005 0:12,7/14/2005 8:45,,7/14/2005 17:11,7/14/2005 18:12,,0.35,0.75,0.55,8.43,18.00,13.22,0.72,9:34:00,0.40,2.45,0
0,0,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c9-2,Haustrum haustorium,Check datasheets,26.4,Siphonaria australis,EPFS & ?Lighthouse Reef,9.4,,no,0.043,NO,,100,0.000,,7/14/2005 8:45,7/14/2005 10:00,,7/14/2005 17:11,7/14/2005 18:12,,0.30,0.39,0.35,7.18,9.45,8.32,0.27,2:16:00,0.09,9.57,1
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c18-3,Haustrum haustorium,Check datasheets,29.9,Diloma aethiops,EPFS Lab Rocks,9.1,,no,0.305,YES,,100,0.000,,7/13/2005 18:21,7/13/2005 19:31,,7/14/2005 19:10,7/14/2005 20:18,,0.99,1.08,1.03,23.65,25.95,24.80,0.09,2:18:00,0.10,9.45,1
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c14-2,Haustrum haustorium,Check datasheets,30.9,Diloma aethiops,EPFS Lab Rocks,6.6,,no,0.102,NO,,100,0.000,,7/14/2005 17:11,7/14/2005 18:12,,7/14/2005 21:20,7/14/2005 22:12,,0.13,0.21,0.17,3.13,5.02,4.08,0.46,1:53:00,0.08,11.30,1
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c15-2,Haustrum haustorium,Check datasheets,29.9,Cellana denticulata,EPFS Lab Rocks,18.0,,no,0.310,NO,,95,0.007,,7/13/2005 18:21,7/13/2005 19:31,,7/14/2005 23:12,7/15/2005 8:06,,1.15,1.57,1.36,27.68,37.75,32.72,0.31,10:04:00,0.42,2.33,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c5-2,Haustrum haustorium,Check datasheets,25.5,Diloma aethiops,EPFS Lab Rocks,6.7,,no,0.135,YES,,100,0.000,,7/14/2005 21:18,7/14/2005 22:10,,7/14/2005 23:15,7/15/2005 8:09,,0.05,0.45,0.25,1.08,10.85,5.97,1.64,9:46:00,0.41,2.40,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c18-3,Haustrum haustorium,Check datasheets,25.5,Turbo smaragdus,EPFS Lab Rocks,6.6,,yes,0.141,YES,0.015,100,0.000,,7/13/2005 23:04,7/14/2005 0:10,,7/15/2005 10:05,7/15/2005 11:02,,1.41,1.50,1.46,33.92,35.97,34.94,0.06,2:03:00,0.09,10.48,1
0,1,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c1-2,Haustrum haustorium,Check datasheets,44.4,Diloma aethiops,EPFS Lab Rocks,17.2,,no,2.036,YES,,100,0.000,,7/14/2005 20:23,7/14/2005 21:20,,7/15/2005 11:04,7/15/2005 12:06,,0.57,0.65,0.61,13.73,15.72,14.72,0.13,1:59:00,0.08,10.79,1
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c8-3,Haustrum haustorium,Check datasheets,25.9,Turbo smaragdus,EPFS Lab Rocks,9.1,,yes,0.344,YES,0.04,100,0.000,,7/14/2005 8:45,7/14/2005 10:00,,7/15/2005 23:13,7/16/2005 8:24,,1.55,1.99,1.77,37.22,47.65,42.43,0.25,10:26:00,0.43,2.25,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c25-2,Haustrum haustorium,Check datasheets,23.8,Diloma aethiops,EPFS Lab Rocks,9.4,,no,0.422,YES,,99,0.000,some shell-attachment muscle left,7/14/2005 23:12,7/15/2005 8:06,,7/15/2005 23:17,7/16/2005 8:17,,0.63,1.38,1.01,15.18,33.08,24.13,0.74,17:54:00,0.75,1.32,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c25-2,Haustrum haustorium,Check datasheets,23.1,Cellana denticulata,EPFS Lab Rocks,10.5,,no,0.042,YES,,100,0.000,,7/15/2005 18:03,7/15/2005 19:12,,7/15/2005 23:19,7/16/2005 8:21,,0.17,0.60,0.38,4.12,14.30,9.21,1.11,10:11:00,0.42,2.30,0
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c24-2,Haustrum haustorium,Check datasheets,39.2,Cellana denticulata,EPFS Lab Rocks,16.7,,no,0.213,YES,,100,0.000,,7/16/2005 12:09,7/16/2005 13:00,,7/16/2005 16:13,7/16/2005 17:01,,0.13,0.20,0.17,3.22,4.87,4.04,0.41,1:39:00,0.07,12.70,1
0,0,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c9-2,Haustrum haustorium,Check datasheets,26.4,Siphonaria australis,EPFS & ?Lighthouse Reef,10.5,,no,0.093,NO,,100,0.000,,7/16/2005 9:20,7/16/2005 9:46,,7/16/2005 17:04,7/16/2005 18:23,,0.30,0.38,0.34,7.30,9.05,8.17,0.21,1:45:00,0.07,12.06,1
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c19-2,Haustrum haustorium,Check datasheets,33.4,Cellana denticulata,EPFS Lab Rocks,16.6,,no,0.215,NO,,100,0.000,,7/16/2005 14:05,7/16/2005 15:10,,7/16/2005 20:10,7/16/2005 21:00,,0.21,0.29,0.25,5.00,6.92,5.96,0.32,1:55:00,0.08,11.13,1
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c24-2,Haustrum haustorium,Check datasheets,39.2,Cellana denticulata,EPFS Lab Rocks,18.5,,no,0.234,NO,,100,0.000,,7/16/2005 17:01,7/16/2005 18:21,,7/16/2005 22:07,7/16/2005 23:07,,0.16,0.25,0.21,3.77,6.10,4.93,0.47,2:20:00,0.10,9.33,1
0,0,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c11-2,Haustrum haustorium,Check datasheets,26.0,Cellana denticulata,EPFS Lab Rocks,14.2,,no,0.135,YES,,100,0.000,,7/16/2005 13:04,7/16/2005 14:07,,7/16/2005 22:09,7/16/2005 23:11,,0.33,0.42,0.38,8.03,10.12,9.08,0.23,2:05:00,0.09,10.33,1
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c17-2,Haustrum haustorium,Check datasheets,33.8,Cellana denticulata,EPFS Lab Rocks,11.5,,no,0.060,NO,,100,0.000,,7/16/2005 22:09,7/16/2005 23:11,,7/17/2005 3:38,7/17/2005 8:01,,0.19,0.41,0.30,4.45,9.87,7.16,0.76,5:25:00,0.23,4.24,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c17-2,Haustrum haustorium,Check datasheets,33.8,Cellana denticulata,EPFS Lab Rocks,12.3,,no,0.076,NO,,100,0.000,,7/17/2005 3:38,7/17/2005 8:01,,7/17/2005 3:38,7/17/2005 8:01,,0.00,0.18,0.09,0.00,4.38,2.19,2.00,8:46:00,0.37,2.66,0
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c25-2,Haustrum haustorium,Check datasheets,23.1,Cellana denticulata,EPFS Lab Rocks,12.3,,no,0.089,YES,,100,0.000,,7/16/2005 11:02,7/16/2005 12:09,,7/17/2005 3:55,7/17/2005 7:57,,0.66,0.87,0.76,15.77,20.92,18.34,0.28,5:09:00,0.21,4.45,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c11-2,Haustrum haustorium,Check datasheets,29.0,Cellana denticulata,EPFS Lab Rocks,19.5,,no,0.291,YES,,100,0.000,,7/16/2005 19:10,7/16/2005 20:10,,7/17/2005 3:55,7/17/2005 7:57,,0.32,0.53,0.43,7.75,12.78,10.27,0.49,5:02:00,0.21,4.55,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c13-2,Haustrum haustorium,Check datasheets,21.6,Diloma aethiops,EPFS Lab Rocks,8.9,,no,0.250,YES,,100,0.000,,7/16/2005 18:23,7/16/2005 19:12,,7/17/2005 3:58,7/17/2005 8:01,,0.37,0.57,0.47,8.77,13.63,11.20,0.43,4:52:00,0.20,4.70,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c10-3,Haustrum haustorium,Check datasheets,44.0,Diloma aethiops,EPFS Lab Rocks,13.0,,no,0.868,YES,,100,0.000,,7/16/2005 23:11,7/17/2005 0:08,,7/17/2005 3:58,7/17/2005 8:01,,0.16,0.37,0.26,3.83,8.83,6.33,0.79,5:00:00,0.21,4.58,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c17-2,Haustrum haustorium,Check datasheets,33.8,Cellana denticulata,EPFS Lab Rocks,14.4,,no,0.131,YES,,100,0.000,,7/17/2005 3:38,7/17/2005 8:01,,7/17/2005 9:18,7/17/2005 10:12,,0.05,0.27,0.16,1.28,6.57,3.93,1.35,5:17:00,0.22,4.35,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c18-3,Haustrum haustorium,Check datasheets,25.5,Turbo smaragdus,EPFS Lab Rocks,5.5,,yes,0.082,YES,0.007,100,0.000,,7/15/2005 13:01,7/15/2005 14:15,,7/17/2005 11:13,7/17/2005 12:12,,1.87,1.97,1.92,44.97,47.18,46.08,0.05,2:13:00,0.09,9.77,1
0,0,0,0,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c12-3,Haustrum haustorium,Check datasheets,30.8,Cellana denticulata,EPFS Lab Rocks,12.2,,no,0.054,NO,,100,0.000,,7/17/2005 11:18,7/17/2005 12:15,,7/17/2005 13:17,7/17/2005 14:19,,0.04,0.13,0.08,1.03,3.02,2.03,0.98,1:59:00,0.08,10.79,1
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-LowTemp,Aerated,10.5,c7-2,Haustrum haustorium,Check datasheets,29.9,Cellana denticulata,EPFS Lab Rocks,12.8,,no,0.080,NO,,100,0.000,,7/17/2005 3:52,7/17/2005 7:53,,7/17/2005 14:13,7/17/2005 15:35,,0.26,0.49,0.38,6.33,11.72,9.02,0.60,5:23:00,0.22,4.27,0
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c16-2,Haustrum haustorium,Check datasheets,47.2,Diloma aethiops,EPFS Lab Rocks,11.6,,no,0.557,YES,,99,0.000,,7/17/2005 10:12,7/17/2005 11:18,,7/17/2005 15:40,7/17/2005 16:39,,0.18,0.27,0.23,4.37,6.45,5.41,0.39,2:05:00,0.09,10.33,1
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c19-2,Haustrum haustorium,Check datasheets,33.4,Cellana denticulata,EPFS Lab Rocks,14.0,,no,0.147,YES,,100,0.000,,7/17/2005 12:12,7/17/2005 13:14,,7/17/2005 16:36,7/17/2005 17:21,,0.14,0.21,0.18,3.37,5.15,4.26,0.42,1:47:00,0.07,11.86,1
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-LowTemp,Aerated,10.5,c20-1,Haustrum haustorium,Check datasheets,29.7,Patelloida corticata,?Lighthouse Reef,7.1,,no,0.020,NO,,100,0.000,,7/17/2005 13:11,7/17/2005 14:13,,7/17/2005 17:19,7/17/2005 18:07,,0.13,0.21,0.17,3.10,4.93,4.02,0.46,1:50:00,0.08,11.58,1
0,0,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c21-2,Haustrum haustorium,Check datasheets,42.7,Diloma aethiops,EPFS Lab Rocks,13.2,,no,1.004,YES,,100,0.000,,7/17/2005 7:57,7/17/2005 9:15,,7/17/2005 17:21,7/17/2005 18:11,,0.34,0.43,0.38,8.10,10.23,9.17,0.23,2:08:00,0.09,10.11,1
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c6-3,Haustrum haustorium,Check datasheets,24.0,Turbo smaragdus,EPFS Lab Rocks,10.2,,no,0.448,YES,0.054,100,0.000,,7/14/2005 0:12,7/14/2005 8:45,,7/17/2005 18:13,7/17/2005 19:04,,3.39,3.79,3.59,81.47,90.87,86.17,0.11,9:24:00,0.39,2.49,0
0,1,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c9-2,Haustrum haustorium,Check datasheets,26.4,Siphonaria australis,EPFS & ?Lighthouse Reef,12.1,,no,0.105,NO,,100,0.000,,7/17/2005 8:01,7/17/2005 9:18,,7/17/2005 19:04,7/17/2005 19:56,,0.41,0.50,0.45,9.77,11.92,10.84,0.20,2:09:00,0.09,10.04,1
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c12-3,Haustrum haustorium,Check datasheets,30.8,Cellana denticulata,EPFS Lab Rocks,14.4,,no,0.105,YES,,100,0.000,,7/17/2005 18:13,7/17/2005 19:04,,7/17/2005 20:20,7/17/2005 22:35,,0.05,0.18,0.12,1.27,4.37,2.82,1.10,3:06:00,0.13,7.19,0
0,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c6-2,Haustrum haustorium,Check datasheets,33.2,Diloma aethiops,EPFS Lab Rocks,10.0,,no,0.458,YES,,100,0.000,,7/17/2005 13:14,7/17/2005 14:16,,7/17/2005 20:20,,YES,0.25,0.30,0.27,6.07,7.10,6.58,0.16,1:02:00,0.04,18.85,1
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c4-2,Haustrum haustorium,Check datasheets,28.2,Turbo smaragdus,EPFS Lab Rocks,10.5,,yes,0.448,YES,0.041,100,0.000,,7/14/2005 0:06,7/14/2005 8:39,,7/17/2005 23:35,7/18/2005 7:46,,3.62,4.32,3.97,86.93,103.67,95.30,0.18,16:44:00,0.70,1.41,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-LowTemp,Aerated,10.5,c18-4,Haustrum haustorium,Check datasheets,43.4,Siphonaria australis,EPFS & ?Lighthouse Reef,11.9,,no,0.098,NO,,100,0.000,,7/17/2005 19:51,7/17/2005 22:29,,7/17/2005 23:35,7/18/2005 7:46,,0.05,0.50,0.27,1.10,11.92,6.51,1.66,10:49:00,0.45,2.17,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-LowTemp,Aerated,10.5,c20-1,Haustrum haustorium,Check datasheets,29.7,Patelloida corticata,?Lighthouse Reef,8.0,,no,0.026,NO,,100,0.000,,7/17/2005 22:29,7/17/2005 23:35,,7/17/2005 23:35,7/18/2005 7:46,,0.00,0.34,0.17,0.00,8.18,4.09,2.00,9:17:00,0.39,2.52,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c7-3,Haustrum haustorium,Check datasheets,41.1,Diloma aethiops,EPFS Lab Rocks,16.6,,no,1.488,YES,,95,0.007,,7/17/2005 12:12,7/17/2005 13:14,,7/17/2005 23:37,7/18/2005 7:50,,0.43,0.82,0.63,10.38,19.63,15.01,0.62,9:15:00,0.39,2.53,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c3-2,Haustrum haustorium,Check datasheets,36.3,Cellana denticulata,EPFS Lab Rocks,16.9,,no,0.244,YES,,100,0.000,,7/17/2005 19:56,7/17/2005 22:35,,7/17/2005 23:39,7/18/2005 7:54,,0.04,0.50,0.27,1.07,11.97,6.52,1.67,10:54:00,0.45,2.15,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c17-2,Haustrum haustorium,Check datasheets,33.8,Cellana denticulata,EPFS Lab Rocks,17.2,,no,0.257,YES,,100,0.000,,7/17/2005 22:35,7/17/2005 23:39,,7/17/2005 23:39,7/18/2005 7:54,,0.00,0.39,0.19,0.00,9.32,4.66,2.00,9:19:00,0.39,2.51,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c5-3,Haustrum haustorium,Check datasheets,45.0,Cellana denticulata,EPFS Lab Rocks,11.8,,no,0.055,NO,,100,0.000,,7/17/2005 23:39,7/18/2005 7:54,,7/17/2005 23:39,7/18/2005 7:54,,0.00,0.34,0.17,0.00,8.25,4.13,2.00,16:30:00,0.69,1.43,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c23-3,Haustrum haustorium,Check datasheets,29.7,Diloma aethiops,EPFS Lab Rocks,7.5,,no,0.187,YES,,100,0.000,,7/17/2005 23:39,7/18/2005 7:54,,7/17/2005 23:39,7/18/2005 7:54,,0.00,0.34,0.17,0.00,8.25,4.13,2.00,16:30:00,0.69,1.43,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c7-2,Haustrum haustorium,Check datasheets,28.5,Cellana denticulata,EPFS Lab Rocks,13.8,,no,0.112,YES,,100,0.000,,7/17/2005 3:38,7/17/2005 8:01,,7/18/2005 9:39,7/18/2005 10:35,,1.07,1.29,1.18,25.63,30.95,28.29,0.19,5:19:00,0.22,4.32,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c15-2,Haustrum haustorium,Check datasheets,34.3,Turbo smaragdus,EPFS Lab Rocks,9.1,,yes,0.244,NO,,100,0.000,"start must have been close to 7/16/05 8:21, since not flipped when observed",7/15/2005 23:19,7/16/2005 8:21,,7/18/2005 10:32,7/18/2005 11:35,,2.09,2.51,2.30,50.18,60.27,55.22,0.18,10:05:00,0.42,2.32,0
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c5-2,Haustrum haustorium,Check datasheets,25.5,Diloma aethiops,EPFS Lab Rocks,9.3,,no,0.341,YES,,100,0.000,,7/17/2005 19:53,7/17/2005 22:32,,7/18/2005 10:32,7/18/2005 11:35,,0.50,0.65,0.58,12.00,15.70,13.85,0.27,3:42:00,0.15,6.09,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c17-1,Haustrum haustorium,Check datasheets,22.0,Siphonaria australis,EPFS & ?Lighthouse Reef,9.7,,no,0.045,NO,,100,0.000,,7/16/2005 11:02,7/16/2005 12:09,,7/18/2005 11:35,7/18/2005 12:39,,1.98,2.07,2.02,47.43,49.62,48.53,0.04,2:11:00,0.09,9.90,1
0,0,0,0,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c18-4,Haustrum haustorium,Check datasheets,44.4,Diloma aethiops,EPFS Lab Rocks,9.1,,no,0.382,YES,,100,0.000,,7/18/2005 9:37,7/18/2005 10:32,,7/18/2005 11:35,7/18/2005 12:39,,0.04,0.13,0.09,1.05,3.03,2.04,0.97,1:59:00,0.08,10.79,1
0,0,0,0,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c2-3,Haustrum haustorium,Check datasheets,28.3,Diloma aethiops,EPFS Lab Rocks,5.3,,no,0.086,YES,,100,0.000,,7/18/2005 8:32,7/18/2005 9:39,,7/18/2005 11:39,7/18/2005 12:41,,0.08,0.17,0.13,2.00,4.15,3.07,0.70,2:09:00,0.09,10.04,1
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c17-2,Haustrum haustorium,Check datasheets,33.8,Cellana denticulata,EPFS Lab Rocks,17.8,,no,0.248,YES,,99,0.001,,7/18/2005 11:39,7/18/2005 12:41,,7/18/2005 14:49,7/18/2005 16:38,,0.09,0.21,0.15,2.13,4.98,3.56,0.80,2:51:00,0.12,7.77,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c16-2,Haustrum haustorium,Check datasheets,47.2,Diloma aethiops,EPFS Lab Rocks,11.1,,no,0.533,YES,,100,0.000,,7/18/2005 11:39,7/18/2005 12:41,,7/18/2005 14:49,7/18/2005 16:38,,0.09,0.21,0.15,2.13,4.98,3.56,0.80,2:51:00,0.12,7.77,0
0,0,0,0,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.3,c2-3,Haustrum haustorium,Check datasheets,28.3,Diloma aethiops,EPFS Lab Rocks,6.5,,no,0.091,YES,,100,0.000,,7/18/2005 12:41,7/18/2005 13:48,,7/18/2005 16:38,7/18/2005 17:27,,0.12,0.20,0.16,2.83,4.77,3.80,0.51,1:56:00,0.08,11.04,1
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c18-4,Haustrum haustorium,Check datasheets,44.4,Diloma aethiops,EPFS Lab Rocks,9.4,,no,0.345,YES,,100,0.000,,7/18/2005 12:39,7/18/2005 13:45,,7/18/2005 17:26,7/18/2005 18:08,,0.15,0.23,0.19,3.68,5.48,4.58,0.39,1:48:00,0.07,11.76,1
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.3,c6-2,Haustrum haustorium,Check datasheets,33.2,Diloma aethiops,EPFS Lab Rocks,12.0,,no,0.642,YES,,100,0.000,,7/18/2005 7:50,7/18/2005 8:30,,7/18/2005 18:08,7/18/2005 20:01,,0.40,0.51,0.45,9.63,12.18,10.91,0.23,2:33:00,0.11,8.60,0
