"AbundanceID","CensusID","SpeciesID","QuadID","Count","Subsample","SubsampleSize","CountComment"
1925,29,356,1,0.1,FALSE,1,
1928,30,132,1,19,FALSE,1,
1929,30,132,2,48,FALSE,1,
1930,30,132,3,53,FALSE,1,
1931,30,132,4,10,FALSE,1,
1932,30,132,5,3,FALSE,1,
1933,30,327,1,80,FALSE,1,
1934,30,327,2,77,FALSE,1,
1935,30,327,3,69,FALSE,1,
1936,30,327,4,67,FALSE,1,
1937,30,327,5,43,FALSE,1,
1938,30,92,1,10,FALSE,1,
1939,30,92,2,7,FALSE,1,
1940,30,92,3,15,FALSE,1,
1941,30,92,4,6,FALSE,1,
1942,30,92,5,4,FALSE,1,
1943,30,336,1,0.5,FALSE,1,
1944,30,336,2,2,FALSE,1,
1945,30,19,1,0.1,FALSE,1,
1946,30,19,4,0.1,FALSE,1,
1947,30,156,1,0.1,FALSE,1,
1948,30,156,2,0.5,FALSE,1,
1949,30,156,4,0.1,FALSE,1,
1950,30,156,5,1,FALSE,1,
1951,30,278,1,2,FALSE,1,
1952,30,278,2,2,FALSE,1,
1953,30,278,3,8,FALSE,1,
1954,30,278,4,25,FALSE,1,
1955,30,278,5,50,FALSE,1,
1956,30,50,1,11,FALSE,1,
1957,30,50,2,7,FALSE,1,
1958,30,50,3,6,FALSE,1,
1959,30,50,4,4,FALSE,1,
1960,30,50,5,1,FALSE,1,
1961,30,357,1,1,FALSE,1,
1962,30,357,5,1,FALSE,1,
1963,30,11,1,0.1,FALSE,1,
1964,30,11,2,0.1,FALSE,1,
1965,30,11,3,0.1,FALSE,1,
1966,30,40,1,1,FALSE,1,
1967,30,39,1,4,FALSE,1,
1968,30,39,2,2,FALSE,1,
1969,30,39,4,1,FALSE,1,
1970,30,163,2,1,FALSE,1,
1971,30,163,3,1,FALSE,1,
1972,30,163,4,2,FALSE,1,
1973,30,163,5,2,FALSE,1,
1974,30,323,2,1,FALSE,1,
1975,30,323,3,2,FALSE,1,
1976,30,323,5,2,FALSE,1,
1977,30,24,1,2,FALSE,1,
1978,30,358,1,5,TRUE,0.3,
1979,30,358,2,2,TRUE,0.3,
1980,30,358,3,7,TRUE,0.3,
1981,30,358,4,5,TRUE,0.3,
1982,30,358,5,43,TRUE,0.3,
1983,30,359,1,1,TRUE,0.3,
1984,30,359,2,2,TRUE,0.3,
1985,30,359,3,1,TRUE,0.3,
1986,30,359,5,2,TRUE,0.3,
1987,30,360,1,1,TRUE,0.3,
1988,30,360,3,1,TRUE,0.3,
1989,30,360,5,1,TRUE,0.3,
1990,30,361,1,18,TRUE,0.3,
1991,30,361,2,7,TRUE,0.3,
1992,30,361,3,15,TRUE,0.3,
1993,30,361,4,3,TRUE,0.3,
1994,30,361,5,33,TRUE,0.3,
1995,30,137,1,70,TRUE,0.3,
1996,30,137,2,20,TRUE,0.3,
1997,30,137,3,2,TRUE,0.3,
1998,30,137,4,13,TRUE,0.3,
1999,30,137,5,3,FALSE,1,
2000,30,135,1,468,TRUE,0.3,
2001,30,135,2,303,TRUE,0.3,
2002,30,135,3,600,TRUE,0.3,
2003,30,135,4,358,TRUE,0.3,
2004,30,135,5,138,TRUE,0.3,
2005,30,183,2,15,FALSE,1,
2006,30,183,3,7,FALSE,1,
2007,30,183,4,5,FALSE,1,
2008,30,183,5,5,FALSE,1,
2009,30,23,1,8,FALSE,1,
2010,30,23,2,12,FALSE,1,
2011,30,23,3,8,FALSE,1,
2012,30,23,4,6,FALSE,1,
2013,30,23,5,2,FALSE,1,
2014,30,84,2,0.1,FALSE,1,
2015,30,200,3,0.1,FALSE,1,
2016,30,356,1,0.1,FALSE,1,
2017,30,356,2,0.1,FALSE,1,
2018,30,356,4,0.1,FALSE,1,
2019,31,114,1,2,FALSE,1,
2020,31,114,2,3,FALSE,1,
2021,31,132,1,8,FALSE,1,"3 recruits"
2022,31,132,2,37,FALSE,1,
2023,31,132,3,64,FALSE,1,
2024,31,132,4,59,FALSE,1,
2025,31,132,5,14,FALSE,1,
2026,31,331,2,1,FALSE,1,
2027,31,331,5,3,FALSE,1,
2028,31,327,1,60,FALSE,1,
2029,31,327,2,63,FALSE,1,
2030,31,327,3,30,FALSE,1,
2031,31,327,4,20,FALSE,1,
2032,31,327,5,4,FALSE,1,
2033,31,92,1,3,FALSE,1,
2034,31,92,2,20,FALSE,1,
2035,31,92,3,2,FALSE,1,
2036,31,92,4,9,FALSE,1,
2037,31,92,5,0.5,FALSE,1,
2038,31,89,4,0.1,FALSE,1,
2039,31,30,1,0.5,FALSE,1,
2040,31,19,1,0.1,FALSE,1,
2041,31,19,2,0.5,FALSE,1,
2042,31,19,4,0.1,FALSE,1,
2043,31,156,1,2,FALSE,1,
2044,31,156,2,0.1,FALSE,1,
2045,31,156,3,1,FALSE,1,
2046,31,156,4,0.1,FALSE,1,
2047,31,156,5,9,FALSE,1,
2048,31,166,2,0.1,FALSE,1,
2049,31,166,3,0.1,FALSE,1,
2050,31,166,4,0.1,FALSE,1,
2051,31,166,5,0.1,FALSE,1,
2052,31,278,1,6,FALSE,1,
2053,31,278,2,8,FALSE,1,
2054,31,278,3,60,FALSE,1,
2055,31,278,4,30,FALSE,1,
2056,31,278,5,60,FALSE,1,
2057,31,50,1,21,FALSE,1,
2058,31,50,2,9,FALSE,1,
2059,31,50,3,16,FALSE,1,
2060,31,50,4,6,FALSE,1,
2061,31,50,5,2,FALSE,1,
2062,31,143,1,4,FALSE,1,
2063,31,143,5,1,FALSE,1,
2064,31,399,1,0.1,FALSE,1,
2065,31,399,5,0.1,FALSE,1,
2066,31,365,2,1,FALSE,1,
2067,31,357,1,2,FALSE,1,
2068,31,11,1,1,FALSE,1,
2069,31,11,2,2,FALSE,1,
2070,31,11,3,0.1,FALSE,1,
2071,31,11,5,3,FALSE,1,
2072,31,164,1,2,FALSE,1,
2073,31,40,3,4,FALSE,1,
2074,31,40,4,1,FALSE,1,
2075,31,39,2,1,FALSE,1,
2076,31,39,3,2,FALSE,1,
2077,31,39,4,1,FALSE,1,
2078,31,163,1,5,FALSE,1,
2079,31,163,2,2,FALSE,1,
2080,31,163,3,2,FALSE,1,
2081,31,163,4,8,FALSE,1,
2082,31,323,3,1,FALSE,1,
2083,31,325,1,15,FALSE,1,
2084,31,358,1,13,TRUE,0.3,
2085,31,358,2,2,TRUE,0.3,
2086,31,358,3,4,TRUE,0.3,
2087,31,358,4,5,TRUE,0.3,
2088,31,359,2,1,TRUE,0.3,
2089,31,359,3,1,TRUE,0.3,
2090,31,359,4,1,TRUE,0.3,
2091,31,360,1,1,TRUE,0.3,
2092,31,360,2,1,TRUE,0.3,
2093,31,360,3,6,TRUE,0.3,
2094,31,360,4,1,TRUE,0.3,
2095,31,361,1,4,TRUE,0.3,
2096,31,361,2,2,TRUE,0.3,
2097,31,361,3,2,TRUE,0.3,
2098,31,361,4,9,TRUE,0.3,
2099,31,137,1,1,TRUE,0.3,
2100,31,137,4,1,TRUE,0.1,
2101,31,137,5,1,FALSE,1,
2102,31,135,1,3,TRUE,0.3,
2103,31,135,2,25,TRUE,0.3,
2104,31,135,3,99,TRUE,0.3,
2105,31,135,4,122,TRUE,0.3,
2106,31,135,5,4,FALSE,1,
2107,31,183,1,31,TRUE,0.3,
2108,31,183,2,17,TRUE,0.3,
2109,31,183,3,19,TRUE,0.3,
2110,31,183,4,8,TRUE,0.3,
2111,31,183,5,5,FALSE,1,
2112,31,304,2,3,FALSE,1,
2113,31,78,3,1,FALSE,1,
2114,31,342,1,1,FALSE,1,
2115,31,342,3,3,FALSE,1,
2116,31,342,4,1,FALSE,1,
2117,31,23,1,20,FALSE,1,
2118,31,23,2,5,FALSE,1,
2119,31,23,3,8,FALSE,1,
2120,31,23,4,41,FALSE,1,
2121,31,23,5,23,FALSE,1,
2122,31,109,2,0.5,FALSE,1,
2123,31,109,5,1,FALSE,1,
2124,31,200,1,4,FALSE,1,
2125,31,200,2,0.5,FALSE,1,
2126,31,200,5,1,FALSE,1,
2127,31,84,1,8,FALSE,1,
2128,31,84,2,3,FALSE,1,
2129,31,356,1,0.1,FALSE,1,
2130,31,356,2,0.1,FALSE,1,
2131,32,132,1,31,FALSE,1,
2132,32,132,2,31,FALSE,1,
2133,32,132,3,32,FALSE,1,
2134,32,132,4,22,FALSE,1,
2135,32,132,5,49,FALSE,1,
2136,32,327,1,67,FALSE,1,
2137,32,327,2,55,FALSE,1,
2138,32,327,3,49,FALSE,1,
2139,32,327,4,68,FALSE,1,
2140,32,327,5,65,FALSE,1,
2141,32,92,1,15,FALSE,1,
2142,32,92,2,25,FALSE,1,
2143,32,92,3,20,FALSE,1,
2144,32,92,4,25,FALSE,1,
2145,32,92,5,20,FALSE,1,
2146,32,336,1,1,FALSE,1,
2147,32,30,3,0.1,FALSE,1,
2148,32,30,5,1,FALSE,1,
2149,32,19,1,0.5,FALSE,1,
2150,32,19,5,0.1,FALSE,1,
2151,32,156,1,1,FALSE,1,
2152,32,156,5,0.5,FALSE,1,
2153,32,278,1,8,FALSE,1,
2154,32,278,2,0.5,FALSE,1,
2155,32,278,3,3,FALSE,1,
2156,32,278,4,8,FALSE,1,
2157,32,278,5,5,FALSE,1,
2158,32,50,1,24,FALSE,1,
2159,32,50,2,9,FALSE,1,
2160,32,50,3,15,FALSE,1,
2161,32,50,4,9,FALSE,1,
2162,32,50,5,12,FALSE,1,
2163,32,143,3,1,FALSE,1,
2164,32,357,1,1,FALSE,1,
2165,32,357,2,1,FALSE,1,
2166,32,357,3,2,FALSE,1,
2167,32,11,5,1,FALSE,1,
2168,32,40,5,1,FALSE,1,
2169,32,39,1,1,FALSE,1,
2170,32,39,5,2,FALSE,1,
2171,32,163,1,5,FALSE,1,
2172,32,163,2,2,FALSE,1,
2173,32,163,3,8,FALSE,1,
2174,32,163,4,52,FALSE,1,
2175,32,163,5,6,FALSE,1,
2176,32,323,1,3,FALSE,1,
2177,32,323,3,2,FALSE,1,
2178,32,323,4,2,FALSE,1,
2179,32,358,1,9,TRUE,0.3,
2180,32,358,2,2,TRUE,0.3,
2181,32,358,3,2,TRUE,0.3,
2182,32,358,4,6,TRUE,0.3,
2183,32,358,5,6,TRUE,0.3,
2184,32,359,2,1,TRUE,0.3,
2185,32,360,1,6,TRUE,0.3,
2186,32,360,2,2,TRUE,0.3,
2187,32,360,3,1,TRUE,0.3,
2188,32,360,4,3,TRUE,0.3,
2189,32,360,5,1,TRUE,0.3,
2190,32,361,1,26,TRUE,0.3,
2191,32,361,2,23,TRUE,0.3,
2192,32,361,3,28,TRUE,0.3,
2194,32,361,4,42,TRUE,0.3,
2195,32,361,5,19,TRUE,0.3,
2196,32,372,1,0.1,FALSE,1,
2197,32,372,3,0.1,FALSE,1,
2198,32,372,4,0.1,FALSE,1,
2199,32,135,1,729,TRUE,0.3,
2200,32,135,2,936,TRUE,0.3,
2201,32,135,3,282,TRUE,0.3,
2202,32,135,4,378,TRUE,0.3,
2203,32,135,5,618,TRUE,0.3,
2204,32,137,1,9,TRUE,0.3,
2205,32,137,2,9,TRUE,0.3,
2206,32,137,3,3,TRUE,0.3,
2207,32,137,5,21,TRUE,0.3,
2208,32,183,1,1,TRUE,0.3,
2209,32,183,3,2,TRUE,0.3,
2210,32,183,4,4,TRUE,0.3,
2211,32,183,5,1,TRUE,0.1,
2212,32,23,1,6,FALSE,1,
2213,32,23,2,20,FALSE,1,
2214,32,23,3,18,FALSE,1,
2215,32,23,4,5,FALSE,1,
2216,32,23,5,7,FALSE,1,
2217,32,84,1,1,FALSE,1,
2218,32,84,3,6,FALSE,1,
2219,32,84,4,0.5,FALSE,1,
2220,32,84,5,0.5,FALSE,1,
2221,32,200,4,0.1,FALSE,1,
2222,32,356,1,0.5,FALSE,1,
2223,32,356,2,1,FALSE,1,
2224,32,356,3,4,FALSE,1,
2225,32,356,4,2,FALSE,1,
2226,33,114,5,2,FALSE,1,
2227,33,132,1,31,FALSE,1,
2228,33,132,2,19,FALSE,1,
2229,33,132,3,6,FALSE,1,
2230,33,132,4,42,FALSE,1,
2231,33,132,5,19,FALSE,1,
2232,33,331,5,1,FALSE,1,
2233,33,327,1,62,FALSE,1,
2234,33,327,2,14,FALSE,1,
2235,33,327,3,8,FALSE,1,
2236,33,327,4,59,FALSE,1,
2237,33,327,5,6,FALSE,1,
2238,33,92,1,3,FALSE,1,
2239,33,92,2,4,FALSE,1,
2240,33,92,3,2,FALSE,1,
2241,33,92,4,2,FALSE,1,
2242,33,92,5,3,FALSE,1,
2243,33,89,2,0.1,FALSE,1,
2244,33,336,1,0.5,FALSE,1,
2245,33,336,2,0.1,FALSE,1,
2246,33,336,3,4,FALSE,1,
2247,33,30,3,0.5,FALSE,1,
2248,33,30,4,5,FALSE,1,
2249,33,30,5,1,FALSE,1,
2250,33,19,1,0.1,FALSE,1,
2251,33,19,4,0.1,FALSE,1,
2252,33,19,5,1,FALSE,1,
2253,33,156,2,1,FALSE,1,
2254,33,156,3,1,FALSE,1,
2255,33,156,4,16,FALSE,1,
2256,33,156,5,30,FALSE,1,
2257,33,166,4,1,FALSE,1,
2258,33,166,5,1,FALSE,1,
2259,33,278,1,25,FALSE,1,
2260,33,278,2,45,FALSE,1,
2261,33,278,3,50,FALSE,1,
2262,33,278,4,3,FALSE,1,
2263,33,278,5,14,FALSE,1,
2264,33,399,3,0.1,FALSE,1,
2265,33,399,5,0.1,FALSE,1,
2266,33,50,1,18,FALSE,1,
2267,33,50,2,3,FALSE,1,
2268,33,50,3,6,FALSE,1,
2269,33,50,4,26,FALSE,1,
2270,33,50,5,8,FALSE,1,
2271,33,143,1,1,FALSE,1,
2272,33,143,2,4,FALSE,1,
2273,33,143,3,6,FALSE,1,
2274,33,143,4,1,FALSE,1,
2275,33,357,5,1,FALSE,1,
2276,33,11,1,0.1,FALSE,1,
2277,33,11,2,0.1,FALSE,1,
2278,33,11,3,3,FALSE,1,
2279,33,11,4,1,FALSE,1,
2280,33,11,5,0.5,FALSE,1,
2281,33,40,4,2,FALSE,1,
2282,33,40,5,2,FALSE,1,
2283,33,39,1,2,FALSE,1,
2284,33,39,4,3,FALSE,1,
2285,33,39,5,4,FALSE,1,
2286,33,163,1,1,FALSE,1,
2287,33,163,2,2,FALSE,1,
2288,33,163,3,10,FALSE,1,
2289,33,163,4,1,FALSE,1,
2290,33,163,5,6,FALSE,1,
2291,33,323,1,1,FALSE,1,
2292,33,323,3,5,FALSE,1,
2293,33,323,4,1,FALSE,1,
2294,33,323,5,1,FALSE,1,
2295,33,326,1,1,FALSE,1,
2296,33,358,1,7,TRUE,0.3,
2297,33,358,2,6,TRUE,0.3,
2298,33,358,4,4,TRUE,0.3,
2299,33,358,5,43,TRUE,0.3,
2300,33,359,4,1,TRUE,0.3,
2301,33,359,5,2,TRUE,0.3,
2302,33,360,1,2,TRUE,0.3,
2303,33,360,3,3,TRUE,0.3,
2304,33,360,4,8,TRUE,0.3,
2305,33,360,5,4,TRUE,0.3,
2306,33,361,1,6,TRUE,0.3,
2307,33,361,2,3,TRUE,0.3,
2308,33,361,3,1,TRUE,0.3,
2309,33,361,4,5,TRUE,0.3,
2310,33,361,5,18,TRUE,0.3,
2311,33,137,2,1,TRUE,0.3,
2312,33,137,3,1,TRUE,0.3,
2313,33,135,1,37,TRUE,0.3,
2314,33,135,2,98,TRUE,0.3,
2315,33,135,3,14,TRUE,0.3,
2316,33,135,4,69,TRUE,0.3,
2317,33,183,1,28,TRUE,0.3,
2318,33,183,2,21,TRUE,0.3,
2319,33,183,3,2,TRUE,0.3,
2320,33,183,4,22,TRUE,0.3,
2321,33,183,5,14,FALSE,1,
2322,33,304,3,1,FALSE,1,
2323,33,304,4,5,FALSE,1,
2324,33,342,3,3,FALSE,1,
2325,33,23,1,8,FALSE,1,
2326,33,23,2,33,FALSE,1,
2327,33,23,3,32,FALSE,1,
2328,33,23,4,6,FALSE,1,
2329,33,23,5,40,FALSE,1,
2330,33,84,1,1,FALSE,1,
2331,33,84,2,3,FALSE,1,
2332,33,84,3,4,FALSE,1,
2333,33,84,4,1,FALSE,1,
2334,33,84,5,3,FALSE,1,
2335,33,356,1,0.5,FALSE,1,
2336,33,356,2,0.5,FALSE,1,
2337,34,114,1,1,FALSE,1,
2338,34,132,3,4,FALSE,1,
2339,34,132,4,10,FALSE,1,
2340,34,132,5,5,FALSE,1,
2341,34,327,1,51,FALSE,1,
2342,34,327,2,9,FALSE,1,
2343,34,327,3,50,FALSE,1,
2344,34,327,4,12,FALSE,1,
2345,34,327,5,48,FALSE,1,
2346,34,92,1,1,FALSE,1,
2347,34,92,3,2,FALSE,1,
2348,34,92,4,2,FALSE,1,
2349,34,92,5,3,FALSE,1,
2350,34,336,3,2,FALSE,1,
2351,34,156,5,2,FALSE,1,
2352,34,278,1,35,FALSE,1,
2353,34,278,2,89,FALSE,1,
2354,34,278,3,38,FALSE,1,
2355,34,278,4,81,FALSE,1,
2356,34,278,5,27,FALSE,1,
2357,34,50,1,7,FALSE,1,
2358,34,50,3,8,FALSE,1,
2359,34,50,4,2,FALSE,1,
2360,34,50,5,2,FALSE,1,
2361,34,143,3,1,FALSE,1,
2362,34,357,1,2,FALSE,1,
2363,34,357,3,2,FALSE,1,
2364,34,357,4,1,FALSE,1,
2365,34,357,5,2,FALSE,1,
2366,34,11,1,3,FALSE,1,
2367,34,11,3,4,FALSE,1,
2368,34,11,4,8,FALSE,1,
2369,34,11,5,2,FALSE,1,
2370,34,164,1,1,FALSE,1,
2371,34,40,5,1,FALSE,1,
2372,34,325,3,28,FALSE,1,
2373,34,304,3,2,FALSE,1,
2374,34,23,1,10,FALSE,1,
2375,34,23,2,4,FALSE,1,
2376,34,23,3,6,FALSE,1,
2377,34,23,4,5,FALSE,1,
2378,34,23,5,20,FALSE,1,
2379,34,84,1,3,FALSE,1,
2380,34,84,3,2,FALSE,1,
2381,35,132,1,15,FALSE,1,
2382,35,132,2,46,FALSE,1,
2383,35,132,3,22,FALSE,1,
2384,35,132,4,42,FALSE,1,
2385,35,132,5,3,FALSE,1,
2386,35,328,2,1,FALSE,1,
2387,35,328,4,1,FALSE,1,
2388,35,327,1,8,FALSE,1,
2389,35,327,2,24,FALSE,1,
2390,35,327,3,10,FALSE,1,
2391,35,327,4,9,FALSE,1,
2392,35,327,5,58,FALSE,1,
2393,35,92,1,27,FALSE,1,
2394,35,92,2,26,FALSE,1,
2395,35,92,3,31,FALSE,1,
2396,35,92,4,30,FALSE,1,
2397,35,92,5,2,FALSE,1,
2398,35,336,5,1,FALSE,1,
2399,35,156,4,1,FALSE,1,
2400,35,278,1,47,FALSE,1,
2401,35,278,2,31,FALSE,1,
2402,35,278,3,28,FALSE,1,
2403,35,278,4,9,FALSE,1,
2404,35,278,5,35,FALSE,1,
2405,35,50,1,5,FALSE,1,
2406,35,50,2,10,FALSE,1,
2407,35,50,3,6,FALSE,1,
2408,35,50,4,3,FALSE,1,
2409,35,50,5,7,FALSE,1,
2410,35,357,3,2,FALSE,1,
2411,35,357,5,1,FALSE,1,
2412,35,11,1,3,FALSE,1,
2413,35,11,3,5,FALSE,1,
2414,35,11,4,2,FALSE,1,
2415,35,40,2,1,FALSE,1,
2416,35,40,4,1,FALSE,1,
2417,35,39,1,1,FALSE,1,
2418,35,39,4,13,FALSE,1,
2419,35,39,5,6,FALSE,1,
2420,35,326,1,1,FALSE,1,
2421,35,326,4,1,FALSE,1,
2422,35,326,5,2,FALSE,1,
2423,35,23,1,18,FALSE,1,
2424,35,23,2,18,FALSE,1,
2425,35,23,3,15,FALSE,1,
2426,35,23,4,56,FALSE,1,
2427,35,23,5,5,FALSE,1,
2428,36,114,5,1,FALSE,1,
2429,36,132,1,17,FALSE,1,
2430,36,132,2,54,FALSE,1,
2431,36,132,3,27,FALSE,1,
2432,36,132,4,17,FALSE,1,
2433,36,132,5,23,FALSE,1,
2434,36,327,1,80,FALSE,1,
2435,36,327,2,30,FALSE,1,
2436,36,327,3,71,FALSE,1,
2437,36,327,4,60,FALSE,1,
2438,36,327,5,60,FALSE,1,
2439,36,92,1,3,FALSE,1,
2440,36,92,2,1,FALSE,1,
2441,36,92,3,1,FALSE,1,
2442,36,92,4,2,FALSE,1,
2443,36,92,5,6,FALSE,1,
2444,36,156,4,0.1,FALSE,1,
2445,36,278,1,2,FALSE,1,
2446,36,278,2,65,FALSE,1,
2447,36,278,3,26,FALSE,1,
2448,36,278,4,35,FALSE,1,
2449,36,278,5,18,FALSE,1,
2450,36,50,1,11,FALSE,1,
2451,36,50,2,6,FALSE,1,
2452,36,50,3,10,FALSE,1,
2453,36,50,4,3,FALSE,1,
2454,36,50,5,22,FALSE,1,
2455,36,143,5,1,FALSE,1,
2456,36,357,1,3,FALSE,1,
2457,36,357,2,1,FALSE,1,
2458,36,357,3,1,FALSE,1,
2459,36,357,5,3,FALSE,1,
2460,36,40,1,2,FALSE,1,
2461,36,39,1,1,FALSE,1,
2462,36,39,2,1,FALSE,1,
2463,36,39,3,1,FALSE,1,
2464,36,39,4,1,FALSE,1,
2465,36,163,1,2,FALSE,1,
2466,36,163,3,2,FALSE,1,
2467,36,163,4,1,FALSE,1,
2468,36,163,5,7,FALSE,1,
2469,36,323,2,2,FALSE,1,
2470,36,323,3,1,FALSE,1,
2471,36,323,5,4,FALSE,1,
2472,36,326,1,1,FALSE,1,
2473,36,326,2,2,FALSE,1,
2474,36,326,3,3,FALSE,1,
2475,36,326,4,5,FALSE,1,
2476,36,326,5,22,FALSE,1,
2477,36,24,2,1,FALSE,1,
2478,36,24,4,1,FALSE,1,
2479,36,358,1,2,FALSE,1,
2480,36,358,2,30,FALSE,1,
2481,36,358,3,3,TRUE,0.3,
2482,36,358,4,7,FALSE,1,
2483,36,358,5,4,FALSE,1,
2484,36,359,1,1,FALSE,1,
2485,36,359,2,1,FALSE,1,
2486,36,359,4,3,FALSE,1,
2487,36,360,1,4,FALSE,1,
2488,36,360,2,1,FALSE,1,
2489,36,360,3,1,TRUE,0.3,
2490,36,360,4,2,FALSE,1,
2491,36,360,5,23,FALSE,1,
2492,36,361,1,20,FALSE,1,
2493,36,361,2,9,FALSE,1,
2494,36,361,3,8,TRUE,0.3,
2495,36,361,4,9,FALSE,1,
2496,36,361,5,21,FALSE,1,
2497,36,137,1,33,TRUE,0.3,
2498,36,137,2,23,TRUE,0.3,
2499,36,137,3,78,TRUE,0.3,
2500,36,137,4,39,TRUE,0.3,
2501,36,137,5,1,TRUE,0.3,
2502,36,135,1,240,TRUE,0.3,
2503,36,135,2,512,TRUE,0.3,
2504,36,135,3,437,TRUE,0.3,
2505,36,135,4,592,TRUE,0.3,
2506,36,135,5,1100,TRUE,0.3,
2507,36,183,1,17,TRUE,0.3,
2508,36,183,2,4,FALSE,1,
2509,36,183,4,2,FALSE,1,
2510,36,183,5,33,TRUE,0.3,
2511,36,23,1,7,FALSE,1,
2512,36,23,2,4,FALSE,1,
2513,36,23,3,3,FALSE,1,
2514,36,23,4,4,FALSE,1,
2515,36,23,5,15,FALSE,1,
2516,36,84,1,2,FALSE,1,
2517,36,84,5,0.5,FALSE,1,
2518,36,200,1,0.1,FALSE,1,
2519,36,200,2,0.1,FALSE,1,
2520,36,200,5,0.5,FALSE,1,
2521,36,356,3,0.1,FALSE,1,
2522,37,114,1,1,FALSE,1,
2523,37,114,4,1,FALSE,1,
2524,37,132,1,11,FALSE,1,
2525,37,132,2,11,FALSE,1,
2526,37,132,3,30,FALSE,1,
2527,37,132,4,38,FALSE,1,
2528,37,132,5,26,FALSE,1,
2529,37,327,1,40,FALSE,1,
2530,37,327,2,60,FALSE,1,
2531,37,327,3,46,FALSE,1,
2532,37,327,4,40,FALSE,1,
2533,37,327,5,24,FALSE,1,
2534,37,92,1,1,FALSE,1,
2535,37,92,2,1,FALSE,1,
2536,37,92,3,15,FALSE,1,
2537,37,92,4,7,FALSE,1,
2538,37,92,5,2,FALSE,1,
2539,37,336,4,0.1,FALSE,1,
2540,37,30,2,0.1,FALSE,1,
2541,37,19,1,1,FALSE,1,
2542,37,19,2,0.5,FALSE,1,
2543,37,19,3,0.1,FALSE,1,
2544,37,19,5,1,FALSE,1,
2545,37,156,1,30,FALSE,1,
2546,37,156,2,18,FALSE,1,
2547,37,156,3,10,FALSE,1,
2548,37,156,4,2,FALSE,1,
2549,37,156,5,33,FALSE,1,
2550,37,166,1,2,FALSE,1,
2551,37,166,2,1,FALSE,1,
2552,37,278,1,1,FALSE,1,
2553,37,278,2,10,FALSE,1,
2554,37,278,3,5,FALSE,1,
2555,37,278,4,40,FALSE,1,
2556,37,278,5,10,FALSE,1,
2557,37,50,1,17,FALSE,1,
2558,37,50,2,19,FALSE,1,
2559,37,50,3,9,FALSE,1,
2560,37,50,4,8,FALSE,1,
2561,37,50,5,11,FALSE,1,
2562,37,143,2,1,FALSE,1,
2563,37,143,5,1,FALSE,1,
2564,37,357,3,1,FALSE,1,
2565,37,11,1,1,FALSE,1,
2566,37,11,2,1,FALSE,1,
2567,37,11,3,1,FALSE,1,
2568,37,11,5,1,FALSE,1,
2569,37,163,1,2,FALSE,1,
2570,37,163,2,3,FALSE,1,
2571,37,163,3,8,FALSE,1,
2572,37,163,4,12,FALSE,1,
2573,37,163,5,3,FALSE,1,
2574,37,323,1,1,FALSE,1,
2575,37,323,2,7,FALSE,1,
2576,37,323,3,4,FALSE,1,
2577,37,323,4,3,FALSE,1,
2578,37,323,5,4,FALSE,1,
2579,37,358,1,29,TRUE,0.3,
2580,37,358,2,11,TRUE,0.3,
2581,37,358,3,29,TRUE,0.3,
2582,37,358,4,6,TRUE,0.3,
2583,37,358,5,23,TRUE,0.3,
2584,37,359,1,8,TRUE,0.3,
2585,37,359,2,1,TRUE,0.3,
2586,37,359,3,2,TRUE,0.3,
2587,37,359,4,1,TRUE,0.3,
2588,37,359,5,3,TRUE,0.3,
2589,37,360,1,8,TRUE,0.3,
2590,37,360,2,8,TRUE,0.3,
2591,37,360,3,11,TRUE,0.3,
2592,37,360,4,3,TRUE,0.3,
2593,37,360,5,6,TRUE,0.3,
2594,37,361,1,27,TRUE,0.3,
2595,37,361,2,39,TRUE,0.3,
2596,37,361,3,34,TRUE,0.3,
2597,37,361,4,10,TRUE,0.3,
2598,37,361,5,44,TRUE,0.3,
2599,37,206,1,1,FALSE,1,
2600,37,137,2,2,TRUE,0.3,
2601,37,137,4,10,TRUE,0.3,
2602,37,135,1,4,TRUE,0.3,
2603,37,135,2,11,TRUE,0.3,
2604,37,135,3,74,TRUE,0.3,
2605,37,135,4,480,TRUE,0.3,
2606,37,183,1,11,FALSE,1,
2607,37,183,2,38,TRUE,0.3,
2608,37,183,3,16,TRUE,0.3,
2609,37,183,4,4,TRUE,0.3,
2610,37,183,5,14,TRUE,0.3,
2611,37,304,5,2,FALSE,1,
2612,37,78,3,1,FALSE,1,
2613,37,78,4,1,FALSE,1,
2614,37,23,1,23,FALSE,1,
2615,37,23,2,5,FALSE,1,
2616,37,23,3,8,FALSE,1,
2617,37,23,4,8,FALSE,1,
2618,37,23,5,10,FALSE,1,
2619,37,109,1,1,FALSE,1,
2620,37,109,2,1,FALSE,1,
2621,37,84,1,1,FALSE,1,
2622,37,84,3,14,FALSE,1,
2623,37,84,4,3,FALSE,1,
2624,37,84,5,20,FALSE,1,
2625,37,200,1,1,FALSE,1,
2626,37,200,2,0.5,FALSE,1,
2627,37,200,3,0.1,FALSE,1,
2628,37,200,4,0.5,FALSE,1,
2629,37,356,2,3,FALSE,1,
2630,37,356,3,1,FALSE,1,
2631,38,114,4,1,FALSE,1,
2632,38,114,5,3,FALSE,1,
2633,38,132,1,4,FALSE,1,"a 3 mm recruit observed!"
2634,38,132,2,13,FALSE,1,
2635,38,132,3,22,FALSE,1,
2636,38,132,4,24,FALSE,1,
