"IndividualID","CensusID","TideZoneID","SpeciesID","Size","SizeComment"
4905,16,1,135,1,
4906,16,1,135,1,
4907,16,1,135,1,
4908,16,1,135,1,
4909,16,1,135,1,
4910,16,1,135,1,
4911,16,1,135,1,
4912,16,1,135,1,
4913,16,1,135,1,
4914,16,1,135,1,
4915,16,1,135,1,
4916,16,1,135,1,
4917,16,1,135,1,
4918,16,1,135,1,
4919,16,1,135,1,
4920,16,1,135,1,
4921,16,1,135,1,
4922,16,1,135,1,
4923,16,1,135,1,
4924,16,1,135,1,
4925,16,1,135,1,
4926,16,1,135,1,
4927,16,1,135,1,
4928,16,1,135,1,
4929,16,1,135,1,
4930,16,1,135,1,
4931,16,1,135,1,
4932,16,1,135,1,
4933,16,1,135,1,
4934,16,1,135,1,
4935,16,1,135,1,
4936,16,1,135,1,
4937,16,1,135,1,
4938,16,1,135,1,
4939,16,1,135,1,
4940,16,1,135,1,
4941,16,1,135,3,
4942,16,1,135,3,
4943,16,1,135,4,
4944,16,1,135,1,
4945,16,1,135,1,
4946,16,1,135,1,
4947,16,1,135,1,
4948,16,1,135,1,
4949,16,1,135,1,
4950,16,1,135,1,
4951,16,1,135,1,
4952,16,1,135,1,
4953,16,1,135,1,
4954,16,1,135,1,
4955,16,1,135,1,
4956,16,1,135,1,
4957,16,1,135,1,
4958,16,1,135,1,
4959,16,1,135,1,
4960,16,1,135,1,
4961,16,1,135,2,
4962,16,1,135,2,
4963,16,1,135,2,
4964,16,1,135,2,
4965,16,1,135,2,
4966,16,1,135,2,
4967,16,1,135,2,
4968,16,1,135,2,
4969,16,1,135,2,
4970,16,1,135,2,
4971,16,1,135,2,
4972,16,1,135,2,
4973,16,1,135,2,
4974,16,1,135,3,
4975,16,1,135,4,
4976,16,1,135,1,
4977,16,1,135,1,
4978,16,1,135,1,
4979,16,1,135,1,
4980,16,1,135,1,
4981,16,1,135,1,
4982,16,1,135,1,
4983,16,1,135,1,
4984,16,1,135,1,
4985,16,1,135,1,
4986,16,1,135,1,
4987,16,1,135,1,
4988,16,1,135,1,
4989,16,1,135,1,
4990,16,1,135,1,
4991,16,1,135,1,
4992,16,1,135,1,
4993,16,1,135,1,
4994,16,1,135,1,
4995,16,1,135,1,
4996,16,1,135,2,
4997,16,1,135,2,
4998,16,1,135,2,
4999,16,1,135,2,
5000,16,1,135,2,
5001,16,1,135,2,
5002,16,1,135,2,
5003,16,1,135,1,
5004,16,1,135,1,
5005,16,1,135,1,
5006,16,1,135,1,
5007,16,1,135,1,
5008,16,1,135,1,
5009,16,1,135,1,
5010,16,1,135,1,
5011,16,1,135,1,
5012,16,1,135,1,
5013,16,1,135,1,
5014,16,1,135,1,
5015,16,1,135,1,
5016,16,1,135,1,
5017,16,1,135,1,
5018,16,1,135,1,
5019,16,1,135,1,
5020,16,1,135,1,
5021,16,1,135,1,
5022,16,1,135,1,
5023,16,1,135,1,
5024,16,1,135,1,
5025,16,1,135,1,
5026,16,1,135,1,
5027,16,1,135,1,
5028,16,1,135,1,
5029,16,1,135,1,
5030,16,1,135,1,
5031,16,1,135,1,
5032,16,1,135,1,
5033,16,1,135,1,
5034,16,1,135,1,
5035,16,1,135,1,
5036,16,1,135,1,
5037,16,1,135,1,
5038,16,1,135,1,
5039,16,1,135,1,
5040,16,1,135,1,
5041,16,1,135,1,
5042,16,1,135,1,
5043,16,1,135,1,
5044,16,1,135,1,
5045,16,1,135,1,
5046,16,1,135,1,
5047,16,1,135,1,
5048,16,1,135,1,
5049,16,1,135,1,
5050,16,1,135,1,
5051,16,1,135,1,
5052,16,1,135,1,
5053,16,1,135,1,
5054,16,1,135,1,
5055,16,1,135,1,
5056,16,1,135,1,
5057,16,1,135,1,
5058,16,1,135,1,
5059,16,1,135,1,
5060,16,1,135,1,
5061,16,1,135,1,
5062,16,1,135,1,
5063,16,1,135,1,
5064,16,1,135,1,
5065,16,1,135,1,
5066,16,1,135,1,
5067,16,1,135,1,
5068,16,1,135,1,
5069,16,1,135,1,
5070,16,1,135,1,
5071,16,1,135,1,
5072,16,1,135,1,
5073,16,1,135,1,
5074,16,1,135,1,
5075,16,1,135,11,
5076,16,1,135,1,
5077,16,1,135,1,
5078,16,1,135,1,
5079,16,1,135,1,
5080,16,1,135,1,
5081,16,1,135,1,
5082,16,1,135,1,
5083,16,1,135,1,
5084,16,1,135,1,
5085,16,1,135,1,
5086,16,1,135,1,
5087,16,1,135,1,
5088,16,1,135,1,
5089,16,1,135,1,
5090,16,1,135,1,
5091,16,1,135,1,
5092,16,1,135,1,
5093,16,1,135,1,
5094,16,1,135,1,
5095,16,1,135,1,
5096,16,1,135,1,
5097,16,1,135,1,
5098,16,1,135,1,
5099,16,1,135,1,
5100,16,1,135,1,
5101,16,1,135,1,
5102,16,1,135,1,
5103,16,1,135,1,
5104,16,1,135,1,
5105,16,1,135,1,
5106,16,1,135,2,
5107,16,1,135,2,
5108,16,1,135,2,
5109,16,1,135,2,
5110,16,1,135,2,
5111,16,1,135,2,
5112,16,1,135,2,
5113,16,1,135,2,
5114,16,1,135,2,
5115,16,1,135,2,
5116,16,1,135,2,
5117,16,1,135,2,
5118,16,1,135,2,
5119,16,1,135,2,
5120,16,1,135,2,
5121,16,1,135,3,
5122,16,1,135,3,
5123,16,1,135,3,
5124,16,1,135,3,
5125,16,1,135,3,
5126,16,1,135,3,
5127,16,1,135,3,
5128,16,1,135,3,
5129,16,1,135,3,
5130,16,1,135,4,
5131,17,1,2,31,
5132,17,1,2,24,
5133,17,1,2,16,
5134,17,1,143,11,
5135,17,1,2,23,
5136,17,1,2,14,
5137,17,1,2,16,
5138,17,1,143,24,
5139,17,1,143,9,
5140,17,1,143,21,
5141,18,1,143,6,
5142,19,1,304,10,
5143,19,1,143,20,
5144,19,1,143,31,
5145,20,1,143,36,
5146,13,1,39,16,
5147,12,3,50,24,
5148,7,4,37,16,
5149,22,1,132,9,
5150,22,1,132,11,
5151,22,1,132,10,
5152,22,1,132,11,
5153,22,1,132,14,
5154,22,1,132,14,
5155,22,1,132,14,
5156,22,1,132,15,
5157,22,1,132,11,
5158,22,1,132,13,
5159,22,1,132,12,
5160,22,1,132,14,
5161,22,1,132,14,
5162,22,1,132,14,
5163,22,1,132,14,
5164,22,1,132,15,
5165,22,1,132,14,
5166,22,1,132,13,
5167,22,1,132,12,
5168,22,1,132,8,
5169,22,1,132,11,
5170,22,1,132,14,
5171,22,1,132,10,
5172,22,1,132,14,
5173,22,1,132,13,
5174,22,1,132,11,
5175,22,1,132,15,
5176,22,1,132,13,
5177,22,1,132,12,
5178,22,1,132,13,
5179,22,1,132,13,
5180,22,1,132,13,
5181,22,1,132,15,
5182,22,1,132,14,
5183,22,1,132,12,
5184,22,1,132,10,
5185,22,1,132,9,
5186,22,1,132,8,
5187,22,1,132,9,
5188,22,1,132,13,
5189,22,1,132,12,
5190,22,1,132,14,
5191,22,1,132,12,
5192,22,1,132,18,
5193,22,1,132,15,
5194,22,1,132,16,
5195,22,1,132,16,
5196,22,1,132,16,
5197,22,1,132,12,
5198,22,1,132,16,
5199,22,1,40,15,
5200,22,1,40,13,
5201,22,1,40,11,
5202,22,1,40,12,
5203,22,1,40,14,
5204,22,1,40,16,
5205,22,1,40,13,
5206,22,1,40,19,
5207,22,1,40,5,
5208,22,1,40,18,
5209,22,1,40,14,
5210,22,1,40,10,
5211,22,1,40,12,
5212,22,1,40,14,
5213,22,1,40,5,
5214,22,1,40,16,
5215,22,1,40,14,
5216,22,1,40,5,
5217,22,1,40,16,
5218,22,1,40,16,
5219,22,1,40,19,
5220,22,1,40,18,
5221,22,1,40,13,
5222,22,1,40,19,
5223,22,1,40,14,
5224,22,1,40,55,
5225,22,1,40,5,
5226,22,1,40,5,
5227,22,1,40,16,
5228,22,1,40,6,
5229,22,1,40,7,
5230,22,1,40,17,
5231,22,1,40,19,
5232,22,1,40,11,
5233,22,1,40,17,
5234,22,1,40,5,
5235,22,1,40,12,
5236,22,1,40,14,
5237,22,1,40,15,
5238,22,1,40,13,
5239,22,1,40,16,
5240,22,1,40,21,
5241,22,1,40,5,
5242,22,1,40,5,
5243,22,1,40,5,
5244,22,1,40,5,
5245,22,1,40,17,
5246,22,1,40,24,
5247,22,1,39,6,
5248,22,1,39,5,
5249,22,1,39,5,
5250,23,1,132,5,
5251,23,1,132,10,
5252,23,1,132,14,
5253,23,1,132,10,
5254,23,1,132,11,
5255,23,1,132,9,
5256,23,1,132,14,
5257,23,1,132,12,
5258,23,1,132,12,
5259,23,1,132,13,
5260,23,1,132,16,
5261,23,1,132,18,
5262,23,1,132,13,
5263,23,1,132,17,
5264,23,1,132,11,
5265,23,1,132,13,
5266,23,1,132,11,
5267,23,1,132,10,
5268,23,1,132,14,
5269,23,1,132,11,
5270,23,1,132,17,
5271,23,1,132,10,
5272,23,1,132,9,
5273,23,1,132,14,
5274,23,1,132,11,
5275,23,1,132,16,
5276,23,1,132,14,
5277,23,1,132,11,
5278,23,1,132,14,
5279,23,1,132,10,
5280,23,1,132,9,
5281,23,1,132,9,
5282,23,1,132,7,
5283,23,1,132,9,
5284,23,1,132,15,
5285,23,1,132,15,
5286,23,1,132,16,
5287,23,1,132,11,
5288,23,1,132,15,
5289,23,1,132,12,
5290,23,1,132,13,
5291,23,1,132,15,
5292,23,1,132,11,
5293,23,1,132,11,
5294,23,1,132,12,
5295,23,1,132,8,
5296,23,1,132,11,
5297,23,1,132,15,
5298,23,1,132,6,
5299,23,1,132,10,
5300,23,1,40,30,
5301,23,1,40,14,
5302,23,1,40,20,
5303,23,1,40,25,
5304,23,1,40,29,
5305,23,1,40,19,
5306,23,1,40,34,
5307,23,1,40,30,
5308,23,1,40,33,
5309,23,1,40,20,
5310,23,1,40,20,
5311,23,1,40,16,
5312,23,1,40,18,
5313,23,1,40,7,
5314,23,1,40,22,
5315,23,1,40,33,
5316,23,1,40,23,
5317,23,1,40,5,
5318,23,1,40,18,
5319,23,1,40,20,
5320,23,1,40,6,
5321,23,1,40,16,
5322,23,1,40,33,
5323,23,1,40,38,
5324,23,1,40,38,
5325,23,1,40,21,
5326,23,1,40,18,
5327,23,1,40,27,
5328,23,1,40,34,
5329,23,1,40,31,
5330,23,1,40,33,
5331,23,1,40,20,
5332,23,1,40,26,
5333,23,1,40,22,
5334,23,1,40,19,
5335,23,1,40,19,
5336,23,1,40,36,
5337,23,1,40,35,
5338,23,1,40,37,
5339,23,1,40,33,
5340,23,1,40,40,
5341,23,1,40,34,
5342,23,1,40,36,
5343,23,1,40,24,
5344,23,1,40,40,
5345,23,1,40,36,
5346,23,1,40,40,
5347,23,1,40,38,
5348,23,1,40,39,
5349,23,1,40,35,
5350,24,1,132,12,
5351,24,1,132,19,
5352,24,1,132,24,
5353,24,1,132,19,
5354,24,1,132,16,
5355,24,1,132,19,
5356,24,1,132,21,
5357,24,1,132,16,
5358,24,1,132,16,
5359,24,1,132,22,
5360,24,1,132,17,
5361,24,1,132,20,
5362,24,1,132,17,
5363,24,1,132,17,
5364,24,1,132,16,
5365,24,1,132,16,
5366,24,1,132,12,
5367,24,1,132,12,
5368,24,1,132,16,
5369,24,1,132,20,
5370,24,1,132,18,
5371,24,1,132,17,
5372,24,1,132,18,
5373,24,1,132,20,
5374,24,1,132,16,
5375,24,1,132,19,
5376,24,1,132,16,
5377,24,1,132,16,
5378,24,1,132,17,
5379,24,1,132,19,
5380,24,1,132,19,
5381,24,1,132,18,
5382,24,1,132,18,
5383,24,1,132,16,
5384,24,1,132,15,
5385,24,1,132,20,
5386,24,1,132,18,
5387,24,1,132,13,
5388,24,1,132,16,
5389,24,1,132,16,
5390,24,1,132,20,
5391,24,1,132,17,
5392,24,1,132,22,
5393,24,1,132,19,
5394,24,1,132,19,
5395,24,1,132,19,
5396,24,1,132,15,
5397,24,1,132,18,
5398,24,1,132,18,
5399,24,1,40,11,
5400,24,1,40,9,
5401,24,1,40,8,
5402,24,1,40,8,
5403,24,1,40,23,
5404,24,1,40,11,
5405,24,1,40,6,
5406,24,1,40,23,
5407,24,1,40,10,
5408,24,1,40,5,
5409,24,1,40,5,
5410,24,1,40,12,
5411,24,1,40,10,
5412,24,1,40,16,
5413,24,1,40,10,
5414,24,1,40,10,
5415,24,1,40,8,
5416,24,1,40,32,
5417,24,1,40,10,
5418,24,1,40,5,
5419,24,1,40,26,
5420,24,1,40,16,
5421,24,1,40,10,
5422,24,1,40,33,
5423,24,1,40,31,
5424,24,1,40,9,
5425,24,1,40,5,
5426,24,1,40,20,
5427,24,1,40,30,
5428,24,1,40,9,
5429,24,1,40,9,
5430,24,1,40,10,
5431,24,1,40,25,
5432,24,1,40,16,
5433,24,1,40,6,
5434,24,1,40,13,
5435,24,1,40,25,
5436,24,1,40,19,
5437,24,1,40,14,
5438,24,1,40,9,
5439,24,1,40,13,
5440,24,1,40,10,
5441,24,1,40,27,
5442,24,1,40,6,
5443,24,1,40,21,
5444,24,1,40,11,
5445,24,1,40,5,
5446,24,1,40,28,
5447,24,1,40,7,
5448,24,1,40,24,
5449,24,1,40,10,
5450,24,1,39,6,
5451,24,1,39,5,
5452,26,1,132,11,
5453,26,1,132,9,
5454,26,1,132,12,
5455,26,1,132,17,
5456,26,1,132,13,
5457,26,1,132,14,
5458,26,1,132,8,
5459,26,1,132,8,
5460,26,1,132,11,
5461,26,1,132,9,
5462,26,1,132,14,
5463,26,1,132,14,
5464,26,1,132,14,
5465,26,1,132,12,
5466,26,1,132,14,
5467,26,1,132,11,
5468,26,1,132,13,
5469,26,1,132,11,
5470,26,1,132,14,
5471,26,1,132,14,
5472,26,1,132,12,
5473,26,1,132,11,
5474,26,1,132,5,
5475,26,1,132,8,
5476,26,1,132,10,
5477,26,1,132,17,
5478,26,1,132,7,
5479,26,1,132,10,
5480,26,1,132,12,
5481,26,1,132,15,
5482,26,1,132,13,
5483,26,1,132,14,
5484,26,1,132,13,
5485,26,1,132,12,
5486,26,1,132,12,
5487,26,1,132,12,
5488,26,1,132,13,
5489,26,1,132,5,
5490,26,1,132,7,
5491,26,1,132,14,
5492,26,1,132,7,
5493,26,1,132,11,
5494,26,1,132,7,
5495,26,1,132,7,
5496,26,1,132,14,
5497,26,1,132,13,
5498,26,1,132,13,
5499,26,1,132,10,
5500,26,1,132,12,
5501,26,1,132,12,
5502,26,1,132,11,
5503,26,1,132,12,
5504,26,1,132,14,
5505,26,1,132,11,
5506,26,1,132,8,
5507,27,1,19,6,
5508,27,1,19,4,
5509,27,1,19,7,
5510,27,1,19,5,
5511,27,1,19,5,
5512,27,1,19,10,
5513,27,1,19,7,
5514,27,1,19,13,
5515,27,1,19,12,
5516,27,1,19,12,
5517,27,1,19,11,
5518,27,1,19,12,
5519,27,1,156,22,
5520,27,1,156,47,
5521,27,1,156,45,
5522,27,1,156,53,
5523,27,1,156,30,
5524,27,1,156,25,
5525,27,1,156,28,
5526,27,1,278,7,
5527,27,1,278,6,
5528,27,1,278,4,
5529,27,1,278,4,
5530,27,1,278,5,
5531,27,1,278,5,
5532,27,1,278,4,
5533,27,1,278,4,
5534,27,1,278,5,
5535,27,1,278,10,
5536,27,1,278,8,
5537,27,1,278,7,
5538,27,1,278,10,
5539,27,1,278,12,
5540,27,1,278,5,
5541,27,1,278,4,
5542,27,1,278,5,
5543,27,1,278,4,
5544,27,1,278,6,
5545,27,1,278,7,
5546,27,1,50,19,
5547,27,1,50,14,
5548,27,1,50,11,
5549,27,1,50,22,
5550,27,1,50,28,
5551,27,1,50,25,
5552,27,1,50,28,
5553,27,1,50,21,
5554,27,1,50,14,
5555,27,1,50,15,
5556,27,1,50,32,
5557,27,1,50,14,
5558,27,1,50,24,
5559,27,1,50,12,
5560,27,1,50,19,
5561,27,1,50,22,
5562,27,1,50,17,
5563,27,1,50,15,
5564,27,1,50,30,
5565,27,1,50,28,
5566,27,1,50,22,
5567,27,1,50,15,
5568,27,1,50,10,
5569,27,1,50,42,
5570,27,1,50,30,
5571,27,1,143,8,
5572,27,1,40,10,
5573,27,1,40,17,
5574,27,1,40,24,
5575,27,1,40,7,
5576,27,1,40,14,
5577,27,1,40,11,
5578,27,1,40,7,
5579,27,1,40,15,
5580,27,1,40,7,
5581,27,1,40,11,
5582,27,1,40,9,
5583,27,1,40,7,
5584,27,1,40,9,
5585,27,1,40,10,
5586,27,1,40,7,
5587,27,1,40,10,
5588,27,1,40,11,
5589,27,1,40,8,
5590,27,1,40,19,
5591,27,1,40,9,
5592,27,1,40,6,
5593,27,1,40,8,
5594,27,1,40,11,
5595,27,1,40,8,
5596,27,1,40,10,
5597,27,1,39,11,
5598,27,1,39,10,
5599,27,1,39,8,
5600,27,1,39,10,
5601,27,1,39,16,
5602,27,1,39,5,
5603,27,1,39,9,
5604,27,1,39,11,
5605,27,1,39,10,
5606,27,1,39,11,
5607,27,1,39,15,
5608,27,1,39,21,
5609,27,1,39,19,
5610,27,1,39,12,
5611,27,1,39,10,
5612,27,1,39,17,
5613,27,1,39,14,
5614,27,1,39,16,
5615,27,1,39,14,
5616,27,1,39,18,
5617,27,1,37,22,
5618,27,1,37,19,
5619,27,1,37,26,
5620,27,1,37,36,
5621,27,1,37,20,
5622,27,1,37,22,
5623,27,1,37,31,
5624,27,1,37,29,
5625,27,1,37,15,
5626,27,1,37,31,
5627,27,1,37,24,
5628,27,1,37,29,
5629,27,1,37,19,
5630,27,1,37,28,
5631,27,1,37,24,
5632,27,1,37,17,
5633,27,1,37,20,
5634,27,1,37,22,
5635,27,1,37,18,
5636,27,1,37,10,
5637,27,1,37,16,
5638,27,1,37,19,
5639,27,1,37,18,
5640,27,1,37,10,
5641,27,1,37,14,
5642,27,1,37,16,
5643,27,1,37,14,
5644,27,1,163,8,
5645,27,1,163,10,
5646,27,1,163,11,
5647,27,1,163,14,
5648,27,1,163,9,
5649,27,1,163,7,
5650,27,1,163,5,
5651,27,1,163,9,
5652,27,1,163,11,
5653,27,1,163,10,
5654,27,1,163,6,
5655,27,1,163,8,
5656,27,1,163,11,
5657,27,1,163,10,
5658,27,1,163,15,
5659,27,1,163,9,
5660,27,1,163,10,
5661,27,1,163,6,
5662,27,1,163,8,
5663,27,1,163,11,
5664,27,1,163,10,
5665,27,1,163,13,
5666,27,1,163,11,
5667,27,1,163,10,
5668,27,1,163,12,
5669,27,1,323,10,
5670,27,1,323,8,
5671,27,1,323,10,
5672,27,1,323,7,
5673,27,1,323,4,
5674,27,1,323,10,
5675,27,1,323,12,
5676,27,1,323,7,
5677,27,1,323,5,
5678,27,1,323,8,
5679,27,1,323,8,
5680,27,1,323,7,
5681,27,1,323,8,
5682,27,1,323,9,
5683,27,1,323,10,
5684,27,1,323,6,
5685,27,1,323,5,
5686,27,1,323,5,
5687,27,1,323,10,
5688,27,1,323,7,
5689,27,1,323,8,
5690,27,1,323,7,
5691,27,1,323,9,
5692,27,1,323,15,
5693,27,1,323,10,
5694,27,1,358,4,
5695,27,1,358,2,
5696,27,1,358,3,
5697,27,1,361,3,
5698,27,1,361,4,
5699,27,1,361,4,
5700,27,1,361,4,
5701,27,1,361,5,
5702,27,1,361,3,
5703,27,1,361,5,
5704,27,1,361,5,
5705,27,1,361,6,
5706,27,1,361,7,
5707,27,1,361,6,
5708,27,1,361,6,
5709,27,1,361,2,
5710,27,1,361,3,
5711,27,1,361,3,
5712,27,1,360,4,
5713,27,1,326,7,
5714,27,1,326,6,
5715,27,1,326,11,
5716,27,1,326,10,
5717,27,1,326,7,
5718,27,1,326,6,
5719,27,1,326,9,
5720,27,1,326,14,
5721,27,1,326,7,
5722,27,1,326,9,
5723,27,1,326,10,
5724,27,1,326,10,
5725,27,1,326,3,
5726,27,1,326,4,
5727,27,1,326,3,
5728,27,1,326,3,
5729,27,1,326,3,
5730,27,1,326,5,
5731,27,1,326,6,
5732,27,1,326,7,
5733,27,1,326,5,
5734,27,1,326,10,
5735,27,1,326,5,
5736,27,1,326,7,
5737,27,1,326,16,
5738,27,1,183,3,
5739,27,1,183,3,
5740,27,1,183,4,
5741,27,1,183,4,
5742,27,1,183,4,
5743,27,1,183,2,
5744,27,1,183,4,
5745,27,1,183,5,
5746,27,1,183,5,
5747,27,1,183,4,
5748,27,1,183,4,
5749,27,1,183,3,
5750,27,1,183,6,
5751,27,1,183,5,
5752,27,1,183,5,
5753,27,1,183,4,
5754,27,1,183,3,
5755,27,1,183,3,
5756,27,1,183,2,
5757,27,1,183,3,
5758,27,1,183,4,
5759,27,1,183,3,
5760,27,1,183,4,
5761,27,1,183,4,
5762,27,1,183,4,
5763,27,1,206,17,
5764,27,1,206,15,
5765,27,1,206,16,
5766,27,1,206,16,
5767,27,1,206,16,
5768,27,1,206,16,
5769,27,1,206,18,
5770,27,1,206,17,
5771,27,1,206,16,
5772,27,1,206,21,
5773,27,1,206,23,
5774,27,1,206,24,
5775,27,1,206,23,
5776,27,1,206,23,
5777,27,1,206,23,
5778,27,1,206,20,
5779,27,1,206,19,
5780,27,1,206,18,
5781,27,1,206,16,
5782,27,1,206,19,
5783,27,1,206,16,
5784,27,1,206,15,
5785,27,1,206,20,
5786,27,1,206,18,
5787,27,1,206,21,
5788,27,1,147,24,
5789,27,1,147,11,
5790,27,1,147,26,
5791,27,1,147,23,
5792,27,1,147,22,
5793,27,1,147,26,
5794,27,1,147,19,
5795,27,1,147,20,
5796,27,1,147,24,
5797,27,1,147,26,
5798,27,1,147,22,
5799,27,1,147,19,
5800,27,1,147,18,
5801,27,1,147,14,
5802,27,1,147,32,
5803,27,1,147,17,
5804,27,1,147,19,
5805,27,1,147,24,
5806,27,1,147,25,
5807,27,1,147,17,
5808,27,1,147,20,
5809,27,1,147,18,
5810,27,1,147,20,
5811,27,1,147,22,
5812,27,1,147,19,
5813,27,1,304,5,
5814,27,1,137,1,
5815,27,1,137,1,
5816,27,1,137,1,
5817,27,1,137,1,
5818,27,1,137,1,
5819,27,1,137,1,
5820,27,1,137,1,
5821,27,1,137,1,
5822,27,1,137,1,
5823,27,1,137,1,
5824,27,1,137,1,
5825,27,1,137,1,
5826,27,1,137,1,
5827,27,1,137,1,
5828,27,1,137,1,
5829,27,1,137,1,
5830,27,1,137,1,
5831,27,1,137,1,
5832,27,1,137,1,
5833,27,1,137,1,
5834,27,1,137,1,
5835,27,1,137,1,
5836,27,1,137,1,
5837,27,1,137,1,
5838,27,1,137,1,
5839,27,1,137,1,
5840,27,1,137,1,
5841,27,1,137,1,
5842,27,1,137,1,
5843,27,1,137,1,
5844,27,1,137,1,
5845,27,1,137,1,
5846,27,1,137,1,
5847,27,1,137,1,
5848,27,1,137,1,
5849,27,1,137,1,
5850,27,1,137,1,
5851,27,1,137,1,
5852,27,1,137,1,
5853,27,1,137,1,
5854,27,1,137,1,
5855,27,1,137,1,
5856,27,1,137,1,
5857,27,1,137,1,
5858,27,1,137,1,
5859,27,1,137,1,
5860,27,1,137,1,
5861,27,1,137,1,
5862,27,1,137,1,
5863,27,1,137,1,
5864,27,1,137,1,
5865,27,1,137,1,
5866,27,1,137,1,
5867,27,1,137,1,
5868,27,1,137,1,
5869,27,1,137,1,
5870,27,1,137,1,
5871,27,1,137,1,
5872,27,1,137,2,
5873,27,1,137,2,
5874,27,1,137,2,
5875,27,1,137,2,
5876,27,1,137,2,
5877,27,1,137,2,
5878,27,1,137,2,
5879,27,1,137,2,
5880,27,1,137,2,
5881,27,1,137,2,
5882,27,1,137,2,
5883,27,1,137,3,
5884,27,1,137,3,
5885,27,1,137,3,
5886,27,1,137,3,
5887,27,1,137,3,
5888,27,1,137,3,
5889,27,1,137,1,
5890,27,1,137,1,
5891,27,1,137,1,
5892,27,1,137,1,
5893,27,1,137,1,
5894,27,1,137,1,
5895,27,1,137,1,
5896,27,1,137,1,
5897,27,1,137,1,
5898,27,1,137,1,
5899,27,1,137,1,
5900,27,1,137,1,
5901,27,1,137,1,
5902,27,1,137,1,
5903,27,1,137,1,
5904,27,1,137,1,
5905,27,1,137,1,
5906,27,1,137,1,
5907,27,1,137,1,
5908,27,1,137,1,
5909,27,1,137,1,
5910,27,1,137,1,
5911,27,1,137,1,
5912,27,1,137,1,
5913,27,1,137,1,
5914,27,1,137,2,
5915,27,1,137,2,
5916,27,1,137,2,
5917,27,1,137,2,
5918,27,1,137,2,
5919,27,1,137,2,
5920,27,1,137,2,
5921,27,1,137,2,
5922,27,1,137,2,
5923,27,1,137,2,
5924,27,1,137,3,
5925,27,1,137,3,
5926,27,1,137,1,
5927,27,1,137,1,
5928,27,1,137,1,
5929,27,1,137,1,
5930,27,1,137,1,
5931,27,1,137,1,
5932,27,1,137,1,
5933,27,1,137,1,
5934,27,1,137,1,
5935,27,1,137,1,
5936,27,1,137,1,
5937,27,1,137,1,
5938,27,1,137,1,
5939,27,1,137,1,
5940,27,1,137,1,
5941,27,1,137,1,
5942,27,1,137,1,
5943,27,1,137,1,
5944,27,1,137,1,
5945,27,1,137,1,
5946,27,1,137,1,
5947,27,1,137,1,
5948,27,1,137,1,
5949,27,1,137,1,
5950,27,1,137,1,
5951,27,1,137,1,
5952,27,1,137,1,
5953,27,1,137,1,
5954,27,1,137,1,
5955,27,1,137,1,
5956,27,1,137,1,
5957,27,1,137,1,
5958,27,1,137,1,
5959,27,1,137,1,
5960,27,1,137,1,
5961,27,1,137,1,
5962,27,1,137,1,
5963,27,1,137,1,
5964,27,1,137,1,
5965,27,1,137,1,
5966,27,1,137,1,
5967,27,1,137,1,
5968,27,1,137,1,
5969,27,1,137,1,
5970,27,1,137,1,
5971,27,1,137,1,
5972,27,1,137,1,
5973,27,1,137,1,
5974,27,1,137,1,
5975,27,1,137,1,
5976,27,1,137,1,
5977,27,1,137,1,
5978,27,1,137,1,
5979,27,1,137,1,
5980,27,1,137,1,
5981,27,1,137,1,
5982,27,1,137,1,
5983,27,1,137,1,
5984,27,1,137,1,
5985,27,1,137,1,
5986,27,1,137,1,
5987,27,1,137,1,
5988,27,1,137,1,
5989,27,1,137,1,
5990,27,1,137,1,
5991,27,1,137,1,
5992,27,1,137,1,
5993,27,1,137,1,
5994,27,1,137,1,
5995,27,1,137,1,
5996,27,1,137,1,
5997,27,1,137,1,
5998,27,1,137,1,
5999,27,1,137,1,
6000,27,1,137,1,
6001,27,1,137,1,
6002,27,1,137,1,
6003,27,1,137,1,
6004,27,1,137,1,
6005,27,1,137,1,
6006,27,1,137,1,
6007,27,1,137,1,
6008,27,1,137,1,
6009,27,1,137,2,
6010,27,1,137,2,
6011,27,1,137,2,
6012,27,1,137,2,
6013,27,1,137,2,
6014,27,1,137,2,
6015,27,1,137,2,
6016,27,1,137,2,
6017,27,1,137,2,
6018,27,1,137,2,
6019,27,1,137,2,
6020,27,1,137,2,
6021,27,1,137,2,
6022,27,1,137,2,
6023,27,1,137,2,
6024,27,1,137,3,
6025,27,1,137,3,
6026,27,1,135,1,
6027,27,1,135,1,
6028,27,1,135,1,
6029,27,1,135,1,
6030,27,1,135,1,
6031,27,1,135,1,
6032,27,1,135,1,
6033,27,1,135,1,
6034,27,1,135,1,
6035,27,1,135,1,
6036,27,1,135,1,
6037,27,1,135,1,
6038,27,1,135,1,
6039,27,1,135,1,
6040,27,1,135,1,
6041,27,1,135,1,
6042,27,1,135,1,
6043,27,1,135,1,
6044,27,1,135,1,
6045,27,1,135,1,
6046,27,1,135,1,
6047,27,1,135,1,
6048,27,1,135,1,
6049,27,1,135,1,
6050,27,1,135,1,
6051,27,1,135,1,
6052,27,1,135,1,
6053,27,1,135,1,
6054,27,1,135,1,
6055,27,1,135,1,
6056,27,1,135,1,
6057,27,1,135,1,
6058,27,1,135,1,
6059,27,1,135,1,
6060,27,1,135,1,
6061,27,1,135,1,
6062,27,1,135,1,
6063,27,1,135,1,
6064,27,1,135,1,
6065,27,1,135,1,
6066,27,1,135,1,
6067,27,1,135,1,
