Year,Season,Coast,Site,SpeciesName,TideZone,Size
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina antipodum,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,4.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,2.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,1.00
2006,Summer,South_Island_East,PaiaPoint,Austrolittorina cincta,General_Unspecified,3.00
