Site,RecountNum,ElapsedDays,Block,Plot,Trtmt,SpeciesName,PercentCoverSpecies,ExtrapolatedCount
CapeFoulwind,1,-10,A,2,Ctrl,Austrolittorina cincta,FALSE,341
CapeFoulwind,1,-10,A,2,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,265
CapeFoulwind,1,-10,A,2,Ctrl,Epopella plicata COUNT,FALSE,25
CapeFoulwind,1,-10,A,2,Ctrl,Epopella plicata DEADCOUNT,FALSE,9
CapeFoulwind,1,-10,A,2,Ctrl,Haustrum scobina,FALSE,4
CapeFoulwind,1,-10,A,2,Ctrl,Notoacmea 2spokes,FALSE,2
CapeFoulwind,1,-10,A,2,Ctrl,Notoacmea Black,FALSE,21
CapeFoulwind,1,-10,A,2,Ctrl,Notoacmea Radialspokes,FALSE,12
CapeFoulwind,1,-10,A,2,Ctrl,Risellopsis varia,FALSE,1
CapeFoulwind,1,-10,A,2,Ctrl,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,-10,A,2,Ctrl,Xenostrobus pulex COUNT,FALSE,568
CapeFoulwind,1,-10,A,2,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,-10,B,2,- Pred,Xenostrobus pulex COUNT,FALSE,518
CapeFoulwind,1,-10,B,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,287
CapeFoulwind,1,-10,B,4,+ Pred,Xenostrobus pulex COUNT,FALSE,461
CapeFoulwind,1,-10,B,1,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,207
CapeFoulwind,1,-10,B,3,Bare Ctrl,Austrolittorina cincta,FALSE,327
CapeFoulwind,1,-10,B,3,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,134
CapeFoulwind,1,-10,B,3,Bare Ctrl,Coralline Encrusting Paint,TRUE,0.1
CapeFoulwind,1,-10,B,3,Bare Ctrl,Epopella plicata COUNT,FALSE,33
CapeFoulwind,1,-10,B,3,Bare Ctrl,Epopella plicata DEADCOUNT,FALSE,3
CapeFoulwind,1,-10,B,3,Bare Ctrl,Haustrum scobina,FALSE,1
CapeFoulwind,1,-10,B,3,Bare Ctrl,Notoacmea Black,FALSE,17
CapeFoulwind,1,-10,B,3,Bare Ctrl,Notoacmea Radialspokes,FALSE,14
CapeFoulwind,1,-10,B,3,Bare Ctrl,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,-10,B,3,Bare Ctrl,Plaxiphora obtecta,FALSE,1
CapeFoulwind,1,-10,B,3,Bare Ctrl,Risellopsis varia,FALSE,1
CapeFoulwind,1,-10,B,3,Bare Ctrl,Siphonaria australis,FALSE,2
CapeFoulwind,1,-10,B,3,Bare Ctrl,Sypharochiton pelliserpentis,FALSE,2
CapeFoulwind,1,-10,B,3,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,363
CapeFoulwind,1,-10,B,3,Bare Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,3
CapeFoulwind,1,-10,B,5,Ctrl,Austrolittorina antipodum,FALSE,1
CapeFoulwind,1,-10,B,5,Ctrl,Austrolittorina cincta,FALSE,17
CapeFoulwind,1,-10,B,5,Ctrl,Benhamina obliquata,FALSE,1
CapeFoulwind,1,-10,B,5,Ctrl,Cellana radians,FALSE,1
CapeFoulwind,1,-10,B,5,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,475
CapeFoulwind,1,-10,B,5,Ctrl,Coralline Encrusting Paint,TRUE,0.1
CapeFoulwind,1,-10,B,5,Ctrl,Elminius modestus COUNT,FALSE,3
CapeFoulwind,1,-10,B,5,Ctrl,Epopella plicata COUNT,FALSE,23
CapeFoulwind,1,-10,B,5,Ctrl,Epopella plicata DEADCOUNT,FALSE,5
CapeFoulwind,1,-10,B,5,Ctrl,Haustrum scobina,FALSE,13
CapeFoulwind,1,-10,B,5,Ctrl,Notoacmea Black,FALSE,2
CapeFoulwind,1,-10,B,5,Ctrl,Notoacmea Radialspokes,FALSE,2
CapeFoulwind,1,-10,B,5,Ctrl,Patelloida corticata,FALSE,1
CapeFoulwind,1,-10,B,5,Ctrl,Risellopsis varia,FALSE,20
CapeFoulwind,1,-10,B,5,Ctrl,Siphonaria australis,FALSE,2
CapeFoulwind,1,-10,B,5,Ctrl,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,-10,B,5,Ctrl,UNID Spider,FALSE,1
CapeFoulwind,1,-10,B,5,Ctrl,Xenostrobus pulex COUNT,FALSE,418
CapeFoulwind,1,-10,B,5,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,4
CapeFoulwind,1,-10,C,3,- Pred,Xenostrobus pulex COUNT,FALSE,163
CapeFoulwind,1,-10,C,4,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,131
CapeFoulwind,1,-10,C,6,+ Pred,Xenostrobus pulex COUNT,FALSE,236
CapeFoulwind,2,-10,C,6,+ Pred,Xenostrobus pulex COUNT,FALSE,221
CapeFoulwind,1,-10,C,2,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,103
CapeFoulwind,1,-10,C,1,Bare Ctrl,Austrolittorina antipodum,FALSE,1
CapeFoulwind,1,-10,C,1,Bare Ctrl,Austrolittorina cincta,FALSE,147
CapeFoulwind,1,-10,C,1,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,185
CapeFoulwind,1,-10,C,1,Bare Ctrl,Epopella plicata COUNT,FALSE,15
CapeFoulwind,1,-10,C,1,Bare Ctrl,Epopella plicata DEADCOUNT,FALSE,4
CapeFoulwind,1,-10,C,1,Bare Ctrl,Haustrum scobina,FALSE,1
CapeFoulwind,1,-10,C,1,Bare Ctrl,Notoacmea Radialspokes,FALSE,1
CapeFoulwind,1,-10,C,1,Bare Ctrl,Risellopsis varia,FALSE,2
CapeFoulwind,1,-10,C,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,23
CapeFoulwind,1,-10,C,5,Ctrl,Austrolittorina antipodum,FALSE,4
CapeFoulwind,1,-10,C,5,Ctrl,Austrolittorina cincta,FALSE,318
CapeFoulwind,1,-10,C,5,Ctrl,Cellana ornata,FALSE,2
CapeFoulwind,1,-10,C,5,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,411
CapeFoulwind,1,-10,C,5,Ctrl,Diloma nigerrima,FALSE,1
CapeFoulwind,1,-10,C,5,Ctrl,Epopella plicata COUNT,FALSE,183
CapeFoulwind,1,-10,C,5,Ctrl,Epopella plicata DEADCOUNT,FALSE,2
CapeFoulwind,1,-10,C,5,Ctrl,Haustrum scobina,FALSE,20
CapeFoulwind,1,-10,C,5,Ctrl,Notoacmea Black,FALSE,6
CapeFoulwind,1,-10,C,5,Ctrl,Notoacmea Radialspokes,FALSE,3
CapeFoulwind,1,-10,C,5,Ctrl,Risellopsis varia,FALSE,10
CapeFoulwind,1,-10,C,5,Ctrl,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,-10,C,5,Ctrl,Xenostrobus pulex COUNT,FALSE,140
CapeFoulwind,1,-10,C,5,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,-10,D,4,- Pred,Xenostrobus pulex COUNT,FALSE,460
CapeFoulwind,1,-10,D,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,307
CapeFoulwind,1,-10,D,1,+ Pred,Xenostrobus pulex COUNT,FALSE,572
CapeFoulwind,1,-10,D,5,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,436
CapeFoulwind,1,-10,D,2,Bare Ctrl,Austrolittorina antipodum,FALSE,1
CapeFoulwind,1,-10,D,2,Bare Ctrl,Austrolittorina cincta,FALSE,97
CapeFoulwind,1,-10,D,2,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,251
CapeFoulwind,1,-10,D,2,Bare Ctrl,Epopella plicata COUNT,FALSE,66
CapeFoulwind,1,-10,D,2,Bare Ctrl,Epopella plicata DEADCOUNT,FALSE,2
CapeFoulwind,1,-10,D,2,Bare Ctrl,Haustrum scobina,FALSE,9
CapeFoulwind,1,-10,D,2,Bare Ctrl,Nereididae spp,FALSE,1
CapeFoulwind,1,-10,D,2,Bare Ctrl,Notoacmea 2spokes,FALSE,2
CapeFoulwind,1,-10,D,2,Bare Ctrl,Notoacmea Black,FALSE,26
CapeFoulwind,1,-10,D,2,Bare Ctrl,Notoacmea Radialspokes,FALSE,3
CapeFoulwind,1,-10,D,2,Bare Ctrl,Risellopsis varia,FALSE,12
CapeFoulwind,1,-10,D,2,Bare Ctrl,Sypharochiton pelliserpentis,FALSE,3
CapeFoulwind,1,-10,D,2,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,599
CapeFoulwind,1,-10,D,2,Bare Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,4
CapeFoulwind,1,-10,D,3,Ctrl,Austrolittorina antipodum,FALSE,4
CapeFoulwind,1,-10,D,3,Ctrl,Austrolittorina cincta,FALSE,363
CapeFoulwind,1,-10,D,3,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,176
CapeFoulwind,1,-10,D,3,Ctrl,Epopella plicata COUNT,FALSE,20
CapeFoulwind,1,-10,D,3,Ctrl,Epopella plicata DEADCOUNT,FALSE,3
CapeFoulwind,1,-10,D,3,Ctrl,Haustrum scobina,FALSE,1
CapeFoulwind,1,-10,D,3,Ctrl,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,-10,D,3,Ctrl,Notoacmea Black,FALSE,28
CapeFoulwind,1,-10,D,3,Ctrl,Notoacmea Radialspokes,FALSE,9
CapeFoulwind,1,-10,D,3,Ctrl,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,-10,D,3,Ctrl,Risellopsis varia,FALSE,3
CapeFoulwind,1,-10,D,3,Ctrl,Siphonaria australis,FALSE,1
CapeFoulwind,1,-10,D,3,Ctrl,Xenostrobus pulex COUNT,FALSE,660
CapeFoulwind,1,-10,E,2,- Pred,Xenostrobus pulex COUNT,FALSE,558
CapeFoulwind,1,-10,E,4,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,293
CapeFoulwind,1,-10,E,6,+ Pred,Xenostrobus pulex COUNT,FALSE,475
CapeFoulwind,1,-10,E,1,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,230
CapeFoulwind,1,-10,E,5,Bare Ctrl,Austrolittorina cincta,FALSE,51
CapeFoulwind,1,-10,E,5,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,524
CapeFoulwind,1,-10,E,5,Bare Ctrl,Epopella plicata COUNT,FALSE,149
CapeFoulwind,1,-10,E,5,Bare Ctrl,Epopella plicata DEADCOUNT,FALSE,6
CapeFoulwind,1,-10,E,5,Bare Ctrl,Haustrum scobina,FALSE,13
CapeFoulwind,1,-10,E,5,Bare Ctrl,Nereididae spp,FALSE,1
CapeFoulwind,1,-10,E,5,Bare Ctrl,Notoacmea Black,FALSE,8
CapeFoulwind,1,-10,E,5,Bare Ctrl,Notoacmea Radialspokes,FALSE,5
CapeFoulwind,1,-10,E,5,Bare Ctrl,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,-10,E,5,Bare Ctrl,Porphyra COUNT,FALSE,1
CapeFoulwind,1,-10,E,5,Bare Ctrl,Risellopsis varia,FALSE,12
CapeFoulwind,1,-10,E,5,Bare Ctrl,UNID Algae Green,TRUE,0.1
CapeFoulwind,1,-10,E,5,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,656
CapeFoulwind,1,-10,E,5,Bare Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,9
CapeFoulwind,1,-10,E,3,Ctrl,Austrolittorina antipodum,FALSE,2
CapeFoulwind,1,-10,E,3,Ctrl,Austrolittorina cincta,FALSE,279
CapeFoulwind,1,-10,E,3,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,617
CapeFoulwind,1,-10,E,3,Ctrl,Epopella plicata COUNT,FALSE,323
CapeFoulwind,1,-10,E,3,Ctrl,Epopella plicata DEADCOUNT,FALSE,4
CapeFoulwind,1,-10,E,3,Ctrl,Haustrum scobina,FALSE,18
CapeFoulwind,1,-10,E,3,Ctrl,Notoacmea Black,FALSE,7
CapeFoulwind,1,-10,E,3,Ctrl,Notoacmea Radialspokes,FALSE,4
CapeFoulwind,1,-10,E,3,Ctrl,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,-10,E,3,Ctrl,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,-10,E,3,Ctrl,Risellopsis varia,FALSE,7
CapeFoulwind,1,-10,E,3,Ctrl,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,-10,E,3,Ctrl,Xenostrobus pulex COUNT,FALSE,361
CapeFoulwind,1,-10,E,3,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,6
CapeFoulwind,1,-10,F,3,- Pred,Xenostrobus pulex COUNT,FALSE,582
CapeFoulwind,1,-10,F,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,110
CapeFoulwind,1,-10,F,4,+ Pred,Xenostrobus pulex COUNT,FALSE,558
CapeFoulwind,1,-10,F,2,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,431
CapeFoulwind,1,-10,F,1,Bare Ctrl,Austrolittorina antipodum,FALSE,3
CapeFoulwind,1,-10,F,1,Bare Ctrl,Austrolittorina cincta,FALSE,297
CapeFoulwind,1,-10,F,1,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,117
CapeFoulwind,1,-10,F,1,Bare Ctrl,Epopella plicata COUNT,FALSE,7
CapeFoulwind,1,-10,F,1,Bare Ctrl,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,-10,F,1,Bare Ctrl,Notoacmea Black,FALSE,19
CapeFoulwind,1,-10,F,1,Bare Ctrl,Notoacmea Radialspokes,FALSE,10
CapeFoulwind,1,-10,F,1,Bare Ctrl,Porphyra COUNT,FALSE,2
CapeFoulwind,1,-10,F,1,Bare Ctrl,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,-10,F,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,327
CapeFoulwind,1,-10,F,5,Ctrl,Austrolittorina antipodum,FALSE,11
CapeFoulwind,1,-10,F,5,Ctrl,Austrolittorina cincta,FALSE,354
CapeFoulwind,1,-10,F,5,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,212
CapeFoulwind,1,-10,F,5,Ctrl,Epopella plicata COUNT,FALSE,15
CapeFoulwind,1,-10,F,5,Ctrl,Notoacmea Black,FALSE,17
CapeFoulwind,1,-10,F,5,Ctrl,Notoacmea Radialspokes,FALSE,6
CapeFoulwind,1,-10,F,5,Ctrl,Risellopsis varia,FALSE,10
CapeFoulwind,1,-10,F,5,Ctrl,Xenostrobus pulex COUNT,FALSE,448
CapeFoulwind,1,-10,F,5,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,178,A,3,- Pred,Austrolittorina antipodum,FALSE,10
CapeFoulwind,1,178,A,3,- Pred,Austrolittorina cincta,FALSE,312
CapeFoulwind,1,178,A,3,- Pred,Chamaesipho columna DEADCOUNT,FALSE,141
CapeFoulwind,1,178,A,3,- Pred,Epopella plicata COUNT,FALSE,18
CapeFoulwind,1,178,A,3,- Pred,Epopella plicata DEADCOUNT,FALSE,2
CapeFoulwind,1,178,A,3,- Pred,Haustrum scobina,FALSE,1
CapeFoulwind,1,178,A,3,- Pred,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,178,A,3,- Pred,Notoacmea Black,FALSE,46
CapeFoulwind,1,178,A,3,- Pred,Notoacmea Radialspokes,FALSE,9
CapeFoulwind,1,178,A,3,- Pred,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,178,A,3,- Pred,Risellopsis varia,FALSE,2
CapeFoulwind,1,178,A,3,- Pred,Xenostrobus pulex COUNT,FALSE,749
CapeFoulwind,1,178,A,5,- Pred dPrey,Austrolittorina antipodum,FALSE,14
CapeFoulwind,1,178,A,5,- Pred dPrey,Austrolittorina cincta,FALSE,740
CapeFoulwind,1,178,A,5,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,117
CapeFoulwind,1,178,A,5,- Pred dPrey,Epopella plicata COUNT,FALSE,3
CapeFoulwind,1,178,A,5,- Pred dPrey,Epopella plicata DEADCOUNT,FALSE,1
CapeFoulwind,1,178,A,5,- Pred dPrey,Haustrum scobina,FALSE,1
CapeFoulwind,1,178,A,5,- Pred dPrey,Notoacmea Black,FALSE,9
CapeFoulwind,1,178,A,5,- Pred dPrey,Notoacmea Net,FALSE,1
CapeFoulwind,1,178,A,5,- Pred dPrey,Notoacmea Radialspokes,FALSE,3
CapeFoulwind,1,178,A,5,- Pred dPrey,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,178,A,5,- Pred dPrey,Porphyra COUNT,FALSE,32
CapeFoulwind,1,178,A,5,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,442
CapeFoulwind,1,178,A,5,- Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,1
CapeFoulwind,1,178,A,6,+ Pred,Austrolittorina antipodum,FALSE,18
CapeFoulwind,1,178,A,6,+ Pred,Austrolittorina cincta,FALSE,540
CapeFoulwind,1,178,A,6,+ Pred,Benhamina obliquata,FALSE,1
CapeFoulwind,1,178,A,6,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,104
CapeFoulwind,1,178,A,6,+ Pred,Epopella plicata COUNT,FALSE,22
CapeFoulwind,1,178,A,6,+ Pred,Epopella plicata DEADCOUNT,FALSE,1
CapeFoulwind,1,178,A,6,+ Pred,Haustrum scobina,FALSE,1
CapeFoulwind,1,178,A,6,+ Pred,Notoacmea Black,FALSE,26
CapeFoulwind,1,178,A,6,+ Pred,Notoacmea Radialspokes,FALSE,8
CapeFoulwind,1,178,A,6,+ Pred,Perna canaliculus COUNT,FALSE,4
CapeFoulwind,1,178,A,6,+ Pred,Risellopsis varia,FALSE,1
CapeFoulwind,1,178,A,6,+ Pred,Xenostrobus pulex COUNT,FALSE,757
CapeFoulwind,1,178,A,6,+ Pred,Xenostrobus pulex DEADCOUNT,FALSE,5
CapeFoulwind,1,178,A,4,+ Pred dPrey,Austrolittorina antipodum,FALSE,11
CapeFoulwind,1,178,A,4,+ Pred dPrey,Austrolittorina cincta,FALSE,565
CapeFoulwind,1,178,A,4,+ Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,151
CapeFoulwind,1,178,A,4,+ Pred dPrey,Epopella plicata COUNT,FALSE,12
CapeFoulwind,1,178,A,4,+ Pred dPrey,Haustrum scobina,FALSE,4
CapeFoulwind,1,178,A,4,+ Pred dPrey,Notoacmea Black,FALSE,27
CapeFoulwind,1,178,A,4,+ Pred dPrey,Notoacmea Radialspokes,FALSE,11
CapeFoulwind,1,178,A,4,+ Pred dPrey,Perna canaliculus COUNT,FALSE,3
CapeFoulwind,1,178,A,4,+ Pred dPrey,Perna canaliculus DEADCOUNT,FALSE,1
CapeFoulwind,1,178,A,4,+ Pred dPrey,Porphyra COUNT,FALSE,5
CapeFoulwind,1,178,A,4,+ Pred dPrey,Risellopsis varia,FALSE,1
CapeFoulwind,1,178,A,4,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,353
CapeFoulwind,1,178,A,4,+ Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,5
CapeFoulwind,1,178,A,1,Bare Ctrl,Austrolittorina antipodum,FALSE,99
CapeFoulwind,1,178,A,1,Bare Ctrl,Austrolittorina cincta,FALSE,7
CapeFoulwind,1,178,A,1,Bare Ctrl,Chamaesipho brunnea COUNT,FALSE,1
CapeFoulwind,1,178,A,1,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,60
CapeFoulwind,1,178,A,1,Bare Ctrl,Porphyra COUNT,FALSE,2
CapeFoulwind,1,178,A,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,0
CapeFoulwind,1,178,A,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,1
CapeFoulwind,1,178,A,2,Ctrl,Austrolittorina antipodum,FALSE,33
CapeFoulwind,1,178,A,2,Ctrl,Austrolittorina cincta,FALSE,246
CapeFoulwind,1,178,A,2,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,188
CapeFoulwind,1,178,A,2,Ctrl,Epopella plicata COUNT,FALSE,15
CapeFoulwind,1,178,A,2,Ctrl,Epopella plicata DEADCOUNT,FALSE,10
CapeFoulwind,1,178,A,2,Ctrl,Haustrum scobina,FALSE,2
CapeFoulwind,1,178,A,2,Ctrl,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,178,A,2,Ctrl,Notoacmea Black,FALSE,28
CapeFoulwind,1,178,A,2,Ctrl,Notoacmea Radialspokes,FALSE,12
CapeFoulwind,1,178,A,2,Ctrl,Xenostrobus pulex COUNT,FALSE,522
CapeFoulwind,1,178,A,2,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,178,B,2,- Pred,Aulacomya atra maoriana COUNT,FALSE,1
CapeFoulwind,1,178,B,2,- Pred,Austrolittorina antipodum,FALSE,1
CapeFoulwind,1,178,B,2,- Pred,Austrolittorina cincta,FALSE,163
CapeFoulwind,1,178,B,2,- Pred,Chamaesipho columna DEADCOUNT,FALSE,238
CapeFoulwind,1,178,B,2,- Pred,Epopella plicata COUNT,FALSE,58
CapeFoulwind,1,178,B,2,- Pred,Epopella plicata DEADCOUNT,FALSE,1
CapeFoulwind,1,178,B,2,- Pred,Haustrum scobina,FALSE,5
CapeFoulwind,1,178,B,2,- Pred,Margarella spp,FALSE,1
CapeFoulwind,1,178,B,2,- Pred,Notoacmea Black,FALSE,17
CapeFoulwind,1,178,B,2,- Pred,Notoacmea Net,FALSE,2
CapeFoulwind,1,178,B,2,- Pred,Notoacmea Radialspokes,FALSE,6
CapeFoulwind,1,178,B,2,- Pred,Patelloida corticata,FALSE,1
CapeFoulwind,1,178,B,2,- Pred,Perna canaliculus COUNT,FALSE,5
CapeFoulwind,1,178,B,2,- Pred,Plaxiphora caelata,FALSE,2
CapeFoulwind,1,178,B,2,- Pred,Risellopsis varia,FALSE,7
CapeFoulwind,1,178,B,2,- Pred,Siphonaria australis,FALSE,1
CapeFoulwind,1,178,B,2,- Pred,UNID Algae Red,TRUE,0.1
CapeFoulwind,1,178,B,2,- Pred,Xenostrobus pulex COUNT,FALSE,1045
CapeFoulwind,1,178,B,2,- Pred,Xenostrobus pulex DEADCOUNT,FALSE,5
CapeFoulwind,1,178,B,6,- Pred dPrey,Austrolittorina cincta,FALSE,44
CapeFoulwind,1,178,B,6,- Pred dPrey,Benhamina obliquata,FALSE,1
CapeFoulwind,1,178,B,6,- Pred dPrey,Cellana ornata,FALSE,1
CapeFoulwind,1,178,B,6,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,68
CapeFoulwind,1,178,B,6,- Pred dPrey,Coralline Encrusting Paint,TRUE,7
CapeFoulwind,1,178,B,6,- Pred dPrey,Elminius modestus COUNT,FALSE,5
CapeFoulwind,1,178,B,6,- Pred dPrey,Epopella plicata COUNT,FALSE,212
CapeFoulwind,1,178,B,6,- Pred dPrey,Epopella plicata DEADCOUNT,FALSE,6
CapeFoulwind,1,178,B,6,- Pred dPrey,Haustrum scobina,FALSE,6
CapeFoulwind,1,178,B,6,- Pred dPrey,Notoacmea Black,FALSE,8
CapeFoulwind,1,178,B,6,- Pred dPrey,Notoacmea Net,FALSE,5
CapeFoulwind,1,178,B,6,- Pred dPrey,Notoacmea Radialspokes,FALSE,13
CapeFoulwind,1,178,B,6,- Pred dPrey,Patelloida corticata,FALSE,1
CapeFoulwind,1,178,B,6,- Pred dPrey,Perna canaliculus COUNT,FALSE,3
CapeFoulwind,1,178,B,6,- Pred dPrey,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,178,B,6,- Pred dPrey,Risellopsis varia,FALSE,44
CapeFoulwind,1,178,B,6,- Pred dPrey,Siphonaria australis,FALSE,1
CapeFoulwind,1,178,B,6,- Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,178,B,6,- Pred dPrey,UNID Tar,TRUE,0.5
CapeFoulwind,1,178,B,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,288
CapeFoulwind,1,178,B,6,- Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,5
CapeFoulwind,1,178,B,4,+ Pred,Austrolittorina antipodum,FALSE,3
CapeFoulwind,1,178,B,4,+ Pred,Austrolittorina cincta,FALSE,301
CapeFoulwind,1,178,B,4,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,77
CapeFoulwind,1,178,B,4,+ Pred,Coralline Encrusting Paint,TRUE,0.5
CapeFoulwind,1,178,B,4,+ Pred,Epopella plicata COUNT,FALSE,164
CapeFoulwind,1,178,B,4,+ Pred,Epopella plicata DEADCOUNT,FALSE,13
CapeFoulwind,1,178,B,4,+ Pred,Haustrum scobina,FALSE,3
CapeFoulwind,1,178,B,4,+ Pred,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,178,B,4,+ Pred,Notoacmea Black,FALSE,11
CapeFoulwind,1,178,B,4,+ Pred,Notoacmea Radialspokes,FALSE,29
CapeFoulwind,1,178,B,4,+ Pred,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,178,B,4,+ Pred,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,178,B,4,+ Pred,Siphonaria australis,FALSE,2
CapeFoulwind,1,178,B,4,+ Pred,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,178,B,4,+ Pred,UNID Algae Red,TRUE,8
CapeFoulwind,1,178,B,4,+ Pred,UNID Tar,TRUE,0.1
CapeFoulwind,1,178,B,4,+ Pred,Xenostrobus pulex COUNT,FALSE,707
CapeFoulwind,1,178,B,4,+ Pred,Xenostrobus pulex DEADCOUNT,FALSE,3
CapeFoulwind,1,178,B,1,+ Pred dPrey,Austrolittorina antipodum,FALSE,3
CapeFoulwind,1,178,B,1,+ Pred dPrey,Austrolittorina cincta,FALSE,372
CapeFoulwind,1,178,B,1,+ Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,132
CapeFoulwind,1,178,B,1,+ Pred dPrey,Epopella plicata COUNT,FALSE,199
CapeFoulwind,1,178,B,1,+ Pred dPrey,Epopella plicata DEADCOUNT,FALSE,22
CapeFoulwind,1,178,B,1,+ Pred dPrey,Nereididae spp,FALSE,2
CapeFoulwind,1,178,B,1,+ Pred dPrey,Notoacmea 2spokes,FALSE,4
CapeFoulwind,1,178,B,1,+ Pred dPrey,Notoacmea Black,FALSE,16
CapeFoulwind,1,178,B,1,+ Pred dPrey,Notoacmea Net,FALSE,4
CapeFoulwind,1,178,B,1,+ Pred dPrey,Notoacmea Radialspokes,FALSE,25
CapeFoulwind,1,178,B,1,+ Pred dPrey,Patelloida corticata,FALSE,2
CapeFoulwind,1,178,B,1,+ Pred dPrey,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,178,B,1,+ Pred dPrey,Porphyra COUNT,FALSE,1
CapeFoulwind,1,178,B,1,+ Pred dPrey,Risellopsis varia,FALSE,3
CapeFoulwind,1,178,B,1,+ Pred dPrey,Siphonaria australis,FALSE,3
CapeFoulwind,1,178,B,1,+ Pred dPrey,Siphonaria eggs,FALSE,2
CapeFoulwind,1,178,B,1,+ Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,178,B,1,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,658
CapeFoulwind,1,178,B,1,+ Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,1
CapeFoulwind,1,178,B,3,Bare Ctrl,Austrolittorina antipodum,FALSE,3
CapeFoulwind,1,178,B,3,Bare Ctrl,Austrolittorina cincta,FALSE,144
