Site,Year,Season,SurveyType,TideZone,Transect,Quad,QuadSize,SpeciesName,MainQuadOnlySpecies,PercentCoverSpecies,ExtrapolatedCount
JacksonHead,2006,Winter,Quads_All_species,High,1,2,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Aulacomya atra maoriana,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Austrolittorina cincta,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Bare Rock,FALSE,TRUE,37
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Cellana ornata,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Cellana radians,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Chamaesipho columna,FALSE,TRUE,15
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Coralline Encrusting Paint,FALSE,TRUE,45
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Diloma aethiops,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Haustrum haustorium,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Haustrum scobina,FALSE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Notoacmea Net,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Patelloida corticata,TRUE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Risellopsis varia,TRUE,FALSE,23.33
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Siphonaria australis,TRUE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,18
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,UNID Macroalgae,FALSE,TRUE,2
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,UNID Tar,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,High,1,3,0.25,Xenostrobus pulex,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Austrolittorina antipodum,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Bare Rock,FALSE,TRUE,38
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Cellana ornata,FALSE,FALSE,45
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Cellana radians,FALSE,FALSE,3
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Chamaesipho columna,FALSE,TRUE,55
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Coralline Encrusting Paint,FALSE,TRUE,4
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Notoacmea 2spokes,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Notoacmea Net,TRUE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Notoacmea Radialspokes,TRUE,FALSE,20
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Patelloida corticata,TRUE,FALSE,6
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Plaxiphora obtecta,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Risellopsis varia,TRUE,FALSE,23.33
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Siphonaria australis,TRUE,FALSE,7
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,4,0.25,Xenostrobus pulex,FALSE,TRUE,3
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Austrolittorina cincta,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Bare Rock,FALSE,TRUE,31
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Cellana ornata,FALSE,FALSE,50
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Chamaesipho columna,FALSE,TRUE,55
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Coralline Encrusting Paint,FALSE,TRUE,13
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Haustrum scobina,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Notoacmea 2spokes,TRUE,FALSE,26.66
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Notoacmea Net,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Notoacmea Radialspokes,TRUE,FALSE,16.66
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Patelloida corticata,TRUE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Plaxiphora obtecta,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Risellopsis varia,TRUE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Siphonaria australis,TRUE,FALSE,3
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,20
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,UNID Macroalgae,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,High,1,5,0.25,Xenostrobus pulex,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Austrolittorina antipodum,TRUE,FALSE,86.66
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Austrolittorina cincta,TRUE,FALSE,1040
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Bare Rock,FALSE,TRUE,45
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Cellana ornata,FALSE,FALSE,20
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Chamaesipho columna,FALSE,TRUE,25
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Coralline Encrusting Paint,FALSE,TRUE,3
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Haustrum scobina,FALSE,FALSE,4
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Nereididae spp,FALSE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Notoacmea 2spokes,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Notoacmea Net,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Notoacmea Radialspokes,TRUE,FALSE,36.66
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Plaxiphora obtecta,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Risellopsis varia,TRUE,FALSE,46.66
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Siphonaria australis,TRUE,FALSE,6
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,8
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,UNID Macroalgae,FALSE,TRUE,25
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,UNID Tar,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,High,2,1,0.25,Xenostrobus pulex,FALSE,TRUE,2
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Aulacomya atra maoriana,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Austrolittorina antipodum,TRUE,FALSE,66.66
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Austrolittorina cincta,TRUE,FALSE,1133.33
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Bare Rock,FALSE,TRUE,40
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Calantica villosa,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Cellana ornata,FALSE,FALSE,19
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Cellana radians,FALSE,FALSE,3
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Chamaesipho columna,FALSE,TRUE,35
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Coralline Encrusting Paint,FALSE,TRUE,5
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Diloma bicanaliculata,FALSE,FALSE,3
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Haustrum scobina,FALSE,FALSE,4
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Notoacmea 2spokes,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Notoacmea Net,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Notoacmea Radialspokes,TRUE,FALSE,43.33
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Onchidella nigricans,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Patelloida corticata,TRUE,FALSE,4
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Risellopsis varia,TRUE,FALSE,23.33
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Siphonaria australis,TRUE,FALSE,7
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,29
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,UNID Anemone,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,UNID Macroalgae,FALSE,TRUE,18
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,UNID Tar,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,2,0.25,Xenostrobus pulex,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Austrolittorina antipodum,TRUE,FALSE,1226.66
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Austrolittorina cincta,TRUE,FALSE,610
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Bare Rock,FALSE,TRUE,24
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Cellana ornata,FALSE,FALSE,7
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Cellana radians,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Chamaesipho columna,FALSE,TRUE,70
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Coralline Encrusting Paint,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Haustrum scobina,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Notoacmea 2spokes,TRUE,FALSE,16.66
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Notoacmea Black,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Notoacmea Net,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Notoacmea Radialspokes,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Risellopsis varia,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,UNID Macroalgae,FALSE,TRUE,2
JacksonHead,2006,Winter,Quads_All_species,High,2,3,0.25,Xenostrobus pulex,FALSE,TRUE,3
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Austrolittorina antipodum,TRUE,FALSE,100
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Austrolittorina cincta,TRUE,FALSE,626.66
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Bare Rock,FALSE,TRUE,30
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Benhamina obliquata,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Cellana ornata,FALSE,FALSE,15
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Chamaesipho columna,FALSE,TRUE,35
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Coralline Encrusting Paint,FALSE,TRUE,3
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Diloma aethiops,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Diloma bicanaliculata,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Haustrum scobina,FALSE,FALSE,14
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Nereididae spp,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Notoacmea 2spokes,TRUE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Notoacmea Net,TRUE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Notoacmea Radialspokes,TRUE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Risellopsis varia,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Siphonaria australis,TRUE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,8
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,UNID Macroalgae,FALSE,TRUE,30
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,UNID Tar,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,4,0.25,Xenostrobus pulex,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Austrolittorina antipodum,TRUE,FALSE,303.33
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Austrolittorina cincta,TRUE,FALSE,986.66
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Bare Rock,FALSE,TRUE,20
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Cellana ornata,FALSE,FALSE,8
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Cellana radians,FALSE,FALSE,4
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Chamaesipho columna,FALSE,TRUE,62
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Coralline Encrusting Paint,FALSE,TRUE,4
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Epopella plicata,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Haustrum scobina,FALSE,FALSE,9
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Notoacmea 2spokes,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Notoacmea Black,TRUE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Notoacmea Net,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Notoacmea Radialspokes,TRUE,FALSE,40
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Risellopsis varia,TRUE,FALSE,33.33
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,9
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,UNID Macroalgae,FALSE,TRUE,14
JacksonHead,2006,Winter,Quads_All_species,High,2,5,0.25,Xenostrobus pulex,FALSE,TRUE,3
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Aulacomya atra maoriana,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Bare Rock,FALSE,TRUE,30
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Cantharidella tesselata,FALSE,FALSE,3
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Cellana ornata,FALSE,FALSE,6
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Cellana radians,FALSE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Chamaesipho columna,FALSE,TRUE,22
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Coralline Encrusting Paint,FALSE,TRUE,40
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Diloma aethiops,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Epopella plicata,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Gravel,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Haustrum haustorium,FALSE,FALSE,5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Notoacmea 2spokes,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Notoacmea Radialspokes,TRUE,FALSE,26.66
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Patelloida corticata,TRUE,FALSE,160
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Pateriella spp (2),FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Risellopsis varia,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Sabellid sp,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Siphonaria australis,TRUE,FALSE,33.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Turbo smaragdus,FALSE,FALSE,14
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,UNID Anemone,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,UNID Macroalgae,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,UNID Tar,FALSE,TRUE,5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Bare Rock,FALSE,TRUE,29
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Cantharidella tesselata,FALSE,FALSE,4
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Cellana ornata,FALSE,FALSE,12
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Cellana radians,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Chamaesipho columna,FALSE,TRUE,25
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Coralline Encrusting Paint,FALSE,TRUE,38
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Diloma aethiops,FALSE,FALSE,4
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Gravel,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Haustrum haustorium,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Notoacmea 2spokes,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Notoacmea Black,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Notoacmea Net,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Notoacmea Radialspokes,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Patelloida corticata,TRUE,FALSE,80
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Pateriella spp (2),FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Risellopsis varia,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Siphonaria australis,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Turbo smaragdus,FALSE,FALSE,6
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,UNID Macroalgae,FALSE,TRUE,6
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,UNID Tar,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,0.25,Xenostrobus pulex,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Austrolittorina antipodum,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Austrolittorina cincta,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Bare Rock,FALSE,TRUE,54
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Cantharidella tesselata,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Cellana ornata,FALSE,FALSE,8
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Cellana radians,FALSE,FALSE,5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Chamaesipho columna,FALSE,TRUE,30
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Coralline Encrusting Paint,FALSE,TRUE,14
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Diloma aethiops,FALSE,FALSE,8
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Haustrum haustorium,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Haustrum scobina,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Notoacmea 2spokes,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Notoacmea Net,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Notoacmea Radialspokes,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Patelloida corticata,TRUE,FALSE,140
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Siphonaria australis,TRUE,FALSE,13.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Turbo smaragdus,FALSE,FALSE,5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,UNID Macroalgae,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,UNID Tar,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Aulacomya atra maoriana,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Austrolittorina cincta,TRUE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Bare Rock,FALSE,TRUE,19
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Cantharidella tesselata,FALSE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Cellana ornata,FALSE,FALSE,5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Cellana radians,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Chamaesipho columna,FALSE,TRUE,10
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Coralline Encrusting Paint,FALSE,TRUE,68
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Diloma aethiops,FALSE,FALSE,14
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Haustrum haustorium,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Notoacmea Radialspokes,TRUE,FALSE,6.66
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Patelloida corticata,TRUE,FALSE,63.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Risellopsis varia,TRUE,FALSE,33.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,7
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Turbo smaragdus,FALSE,FALSE,8
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,UNID Macroalgae,FALSE,TRUE,3
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,UNID Tar,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,0.25,Xenostrobus pulex,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Aulacomya atra maoriana,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Bare Rock,FALSE,TRUE,54
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Cellana ornata,FALSE,FALSE,22
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Cellana radians,FALSE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Chamaesipho columna,FALSE,TRUE,8
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Coralline Encrusting Paint,FALSE,TRUE,35
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Diloma aethiops,FALSE,FALSE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Gravel,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Notoacmea Radialspokes,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Patelloida corticata,TRUE,FALSE,26.66
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Risellopsis varia,TRUE,FALSE,3.33
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Sabellid sp,FALSE,TRUE,0.1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Sediment,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Turbo smaragdus,FALSE,FALSE,2
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,UNID Macroalgae,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,UNID Tar,FALSE,TRUE,0.5
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,0.25,Xenostrobus pulex,FALSE,TRUE,1
JacksonHead,2006,Winter,Quads_All_species,Mid,2,1,0.25,Austrolittorina cincta,TRUE,FALSE,10
JacksonHead,2006,Winter,Quads_All_species,Mid,2,1,0.25,Bare Rock,FALSE,TRUE,20
JacksonHead,2006,Winter,Quads_All_species,Mid,2,1,0.25,Calantica villosa,FALSE,TRUE,0.1
